electrical_storage,cooling_or_heating_device
-0.04525895,-0.23204067
-0.06766872,-0.25396445
-0.082416795,-0.24792443
-0.08151347,-0.22775723
-0.07300511,-0.22581641
-0.015471364,-0.15029132
-0.0051156213,-0.23928392
-0.058058005,-0.40552112
-0.016646255,-0.19778684
-0.02856706,-0.16032179
-0.052306954,-0.31695762
-0.058413424,-0.36148018
-0.060985062,-0.3406685
-0.051018488,-0.372428
-0.06155136,-0.39872813
-0.050289217,-0.43840614
-0.054696754,-0.4505677
-0.11871173,-0.4378674
-0.07908801,-0.38042742
-0.07813927,-0.2893127
-0.051629625,-0.16938502
-0.026281534,-0.17933482
-0.026463086,-0.14896297
-0.01585969,-0.11440891
-0.027894335,-0.24381554
-0.06136634,-0.108958066
0.04379598,-0.2692578
0.015057504,-0.13841172
0.06053249,-0.20830572
-0.08167051,-0.132705
-0.015430878,-0.19671524
-0.0044887066,-0.2945587
-0.03253241,-0.4621066
-0.04846285,-0.22612147
-0.07823484,-0.44784772
-0.08317082,-0.47139135
-0.092238784,-0.4739813
-0.07503773,-0.48209977
-0.060190894,-0.48516235
-0.03531346,-0.4873689
-0.005887157,-0.46595687
0.092038505,-0.26543292
0.027593616,-0.28273165
0.09762246,-0.2594203
-0.07460199,-0.32644984
-0.0038790812,-0.24747318
0.107121356,-0.22418733
0.10035507,-0.18035874
-0.05314672,-0.2745482
-0.048728365,-0.32085112
-0.071467414,-0.2691483
-0.069504164,-0.30936426
-0.079355195,-0.31509432
-0.083334975,-0.2698104
0.01050352,-0.23512203
0.03975337,-0.38154873
0.07671368,-0.32399315
-0.0354627,-0.3585279
0.0068314546,-0.3941453
0.064629085,-0.45390224
0.056471713,-0.4201558
0.036937997,-0.41624027
-0.07294466,-0.4402036
-0.06712455,-0.45288956
-0.08768625,-0.16007487
-0.070399836,-0.32639456
-0.027581139,-0.10582581
-0.043281626,-0.25974816
-0.10000558,-0.16527492
-0.070319735,-0.41523468
-0.11205523,-0.27180988
-0.110688575,-0.27264997
-0.094326265,-0.066272035
-0.088471636,-0.013731644
-0.08233666,-0.016432956
-0.07862312,-0.15370505
-0.0642368,-0.060236216
-0.075075194,-0.013988972
-0.057397965,-0.1197723
-0.08272616,-0.13387965
-0.09327619,-0.29459447
-0.10574106,-0.32682607
0.05153225,-0.3786022
0.028866254,-0.37428018
-0.089012764,-0.3396696
-0.11465247,-0.30751786
-0.105173506,-0.12797496
-0.11397522,-0.13943723
-0.11942469,-0.14806503
-0.118012466,-0.1271289
-0.11958492,-0.15052383
-0.09778821,-0.08222461
-0.10166974,-0.10327327
-0.096971996,-0.15594211
-0.07492866,-0.20814192
-0.0949133,-0.114744306
-0.08088499,-0.113297924
-0.06351762,-0.37203443
0.02422364,-0.072814494
-0.018145757,-0.07787442
-0.035543315,-0.053537115
0.0015493229,-0.21808533
-0.03342825,-0.1799169
-0.0733638,-0.12987413
-0.069991864,-0.19154239
-0.049667977,-0.32663155
-0.07040018,-0.42859757
-0.030080201,-0.15259099
-0.07755768,-0.13022318
0.007290334,-0.23200926
0.0021956936,-0.15966785
-0.023040826,-0.19076598
-0.10045229,-0.22111896
-0.10511584,-0.32734284
-0.10273129,-0.29431525
-0.104362994,-0.3661602
-0.086401395,-0.29772758
-0.11036721,-0.3011936
-0.10513087,-0.17394756
-0.0977896,-0.14480218
-0.08106628,-0.17684013
0.040795997,-0.21242999
