dhw_storage,electrical_storage,cooling_or_heating_device
0.041642975,-0.04987682,0.16647793
0.06616691,-0.04969163,0.16419238
0.03136201,-0.045290824,0.09519265
-0.012356542,-0.039354917,0.10415495
-0.06904544,-0.035945103,0.13899079
-0.07464468,-0.03445583,0.20483066
-0.053883053,-0.030805767,0.20299686
-0.047597475,-0.020886598,0.25739965
-0.019790146,-0.0062273047,0.22199771
0.09801567,-0.019487895,0.14914899
0.1339945,-0.024323389,0.013742888
0.17355646,-0.033594012,-0.13276735
0.16150051,-0.036672093,-0.17666994
0.14670578,-0.042206835,-0.14506583
0.11147471,-0.037997693,-0.051266786
0.07578234,-0.04960766,-0.037380166
0.21245259,-0.019983672,0.2952738
0.07018475,-0.04924596,0.18091051
0.15648277,-0.03380854,0.29004073
-0.024392908,-0.062666655,0.16665496
0.018715544,-0.050014894,0.16397026
0.031207584,-0.03805447,0.12717135
0.08872041,-0.045589592,-0.31421277
0.1325885,-0.04530595,-0.07538988
-0.14264278,-0.047322668,-0.20790651
-0.17348672,-0.050172947,-0.24743
-0.13749154,-0.046641365,-0.2131122
-0.054374475,-0.043285172,-0.24891749
0.014268576,-0.0390268,-0.14763807
0.050904118,-0.03641101,-0.22902188
-0.049194477,-0.03254371,-0.17757207
-0.11440186,-0.02679429,-0.1624209
-0.050269183,-0.027304672,-0.11521882
-0.07823548,-0.016654657,-0.1317598
-0.067888334,-0.012158552,-0.15927261
-0.025204053,-0.013706169,-0.18117209
0.017500801,-0.015712285,-0.16886054
0.06594505,-0.019849217,-0.18636353
0.09062249,-0.021668319,-0.277929
0.10372263,-0.028033487,-0.25318378
0.1116427,-0.025695428,-0.27006188
0.09277875,-0.027073426,-0.19734402
0.07953261,-0.03093553,-0.117302135
-0.12499774,-0.048014224,0.17644615
-0.21463309,-0.05445513,-0.08114302
-0.19678201,-0.052285098,0.08031603
-0.18434022,-0.04788153,-0.057675112
-0.14496128,-0.054474946,0.022471052
-0.26105896,-0.042132806,-0.028768392
-0.20300134,-0.033902988,-0.010445889
-0.16544306,-0.027838102,-0.0942554
-0.1501462,-0.028384358,0.044897832
-0.2043746,-0.0323541,-0.09919154
-0.19065511,-0.038335353,0.11177609
-0.18818413,-0.031540394,-0.24356017
-0.14167123,-0.02457661,0.03654524
0.13014676,-0.0178129,-0.2844847
-0.029902037,-0.032702725,-0.2217986
-0.035130642,-0.01668274,-0.0012285871
-0.014199952,-0.017797887,-0.23778033
0.072337836,-0.041545767,-0.2459544
0.09312537,-0.049619086,-0.37411708
0.009105239,-0.04949076,-0.16258867
0.03878243,-0.046987385,-0.09628763
0.04826931,-0.04713246,-0.12750399
0.021200545,-0.044347864,-0.0025130485
-0.06313323,-0.046422135,-0.050236236
-0.1585955,-0.041324984,0.01941827
-0.16413705,-0.035744365,-0.08334066
-0.06969425,-0.024662046,0.051984936
-0.08889347,-0.025532752,-0.07764376
-0.08590347,-0.029843366,-0.015764663
-0.0668874,-0.044112843,-0.46768406
-0.08839201,-0.021447582,0.339057
-0.14219442,-0.023619533,0.3364105
-0.118265904,-0.030083751,0.24995635
-0.17408663,-0.03168212,0.26153383
-0.17304733,-0.019670445,0.20613244
-0.20395549,-0.016339382,-0.0495926
-0.21524219,-0.025857646,0.051113766
-0.27099022,-0.03592196,0.2752674
-0.17835279,-0.038527824,-0.06753938
-0.17490305,-0.04165331,0.011451741
-0.14520457,-0.030338196,-0.1854713
-0.12159762,-0.037060894,0.04151164
-0.16619676,-0.048064843,0.21199778
-0.11066806,-0.043586012,0.24378696
-0.12048156,-0.046668287,0.23576011
-0.11673862,-0.04320362,0.24691378
-0.16186698,-0.047492936,0.17382702
-0.12157222,-0.04922433,0.188544
