dhw_storage,electrical_storage,cooling_or_heating_device
0.14074488,-0.011586685,-0.021401301
0.20837161,0.00739938,-0.02228199
-0.14725743,-0.010719111,-0.024890587
-0.1061456,0.061947532,-0.020241082
-0.09772936,-0.020060228,-0.018964797
-0.49759856,-0.12451808,-0.0058794767
-0.11926512,-0.047774035,-0.013618872
-0.32315946,-0.039813854,-0.007645443
-0.48919255,-0.10668663,-0.01260367
-0.47217807,-0.08081159,-0.006588459
-0.49552634,-0.122524716,-0.010907963
-0.4914591,-0.115605175,-0.012811929
-0.48661834,-0.115907215,-0.011558473
-0.4698014,-0.11029473,-0.0059046745
-0.44830275,-0.116879456,-0.004979253
-0.46824852,-0.033809934,-0.0049926043
-0.43085492,-0.032418996,-0.009402856
-0.3705037,-0.025875371,-0.012989521
-0.33659846,-0.042358834,-0.019432977
-0.18472642,-0.06682846,-0.021444261
0.020754177,-0.05920464,-0.033903405
0.040280044,-0.04746936,-0.039673433
0.19493935,-0.008501631,-0.039432526
0.19366302,0.0073636794,-0.05260046
-0.06706996,-0.08109373,-0.0709658
0.18922624,-0.09407748,-0.038354933
0.33460978,-0.10598845,-0.032191977
0.28907186,-0.110927306,-0.08208521
0.03687583,-0.11217001,-0.07882042
-0.14929044,-0.11606823,-0.07060644
-0.18513149,-0.1033963,-0.11913973
-0.20859551,-0.106273815,-0.14786853
-0.3345463,-0.10505532,-0.10790461
-0.2953326,-0.10467006,-0.07259284
-0.32174504,-0.10367791,-0.06142719
-0.3988911,-0.10655694,-0.080114245
-0.3129716,-0.091626026,-0.0543458
-0.27196807,-0.09825892,-0.06034462
-0.09350312,-0.10173315,-0.050718486
0.08880086,-0.10568005,-0.044487745
0.24476759,-0.11480566,-0.018484399
-0.25262728,-0.08190847,-0.016253352
-0.35849607,-0.09503546,-0.0310383
0.15138526,-0.112277895,-0.03875354
0.021475922,-0.114434,-0.03369099
-0.024815181,-0.1107093,-0.021222368
-0.14706624,-0.09653554,-0.03390409
-0.05091507,-0.10174254,-0.14377156
-0.28240916,-0.061545108,-0.038686037
-0.29903063,-0.050579384,-0.053863302
-0.24064668,-0.041061748,-0.054398686
-0.24687706,-0.037133183,-0.05185704
-0.2828333,-0.0277103,-0.044230282
-0.3189416,-0.035658907,-0.037411228
-0.42803022,-0.06565676,-0.05527225
-0.32884222,-0.04192081,-0.204757
-0.22631352,-0.055898074,-0.13837008
-0.3327349,0.032668885,-0.07349041
-0.26443303,0.052274596,-0.05482094
-0.26920193,0.013187029,-0.04046911
-0.28548706,0.05517326,-0.056011617
-0.37357068,-0.06535164,-0.15967552
-0.38437808,-0.06764531,-0.21740651
-0.38488075,-0.0720052,-0.2565804
-0.37842566,-0.06520507,-0.15958694
-0.43353608,-0.07648958,-0.018539771
-0.40708503,-0.034245368,-0.026025876
-0.07362787,-0.06711609,-0.035431072
-0.22579263,-0.08733886,-0.054349273
-0.28068557,-0.052603297,-0.03974004
-0.3274669,-0.06992248,-0.039513752
-0.34049687,-0.061208628,-0.06646766
-0.33700532,0.0010289525,-0.09965339
-0.3696341,-0.019802954,-0.03324589
-0.4154967,-0.021841334,-0.033982888
-0.45609686,-0.060734466,-0.029327348
-0.47011974,-0.065141104,-0.026246771
-0.4500102,-0.0004325057,-0.027399346
-0.47976765,-0.020034237,-0.026330546
-0.45106813,0.037791975,-0.026161447
-0.4357085,-0.02488128,-0.011483163
-0.3682569,-0.06964617,-0.024327919
-0.4128948,0.012777948,-0.011360824
-0.27971685,0.029312368,-0.095581695
-0.1727997,-0.09181201,-0.03343305
