dhw_storage,electrical_storage,cooling_or_heating_device
-0.208893,-0.09881394,0.46056348
-0.20982987,-0.106369786,0.44340962
-0.22246441,-0.10526705,0.42138317
-0.22856969,-0.10203825,0.36906224
-0.20299919,-0.09849372,0.30713394
-0.23570338,-0.09748519,0.28951794
-0.23778614,-0.09026212,0.3208968
-0.24627633,-0.09192915,0.38946342
-0.2723201,-0.08779399,0.38339576
-0.014389583,-0.06375341,0.4804073
-0.014312574,-0.04636464,0.49102035
-0.29936582,-0.09639736,0.44777897
-0.30791816,-0.097829655,0.45722857
-0.30039975,-0.0924451,0.47452962
-0.30245316,-0.0914091,0.48385745
-0.30227143,-0.09530261,0.48902443
-0.30423528,-0.095909774,0.4884619
-0.20301393,-0.09375374,0.13026378
-0.257335,-0.07585041,0.2701819
-0.31393796,-0.0892017,0.46588352
-0.28335378,-0.08353119,0.44407776
-0.27502635,-0.086062945,0.37856385
-0.14311756,-0.08091966,0.20636521
-0.08083609,-0.08083065,0.14671554
-0.3055448,-0.028378379,0.32466456
-0.2958728,-0.042418968,0.1678222
-0.28596973,0.02403306,0.1617587
-0.30031013,0.011390965,0.084237814
-0.28890383,0.010807362,0.10793249
-0.2972055,-0.03227932,0.04266963
-0.27316222,-0.0006734051,0.14547242
-0.27513427,0.008821952,0.27941483
-0.30763537,-0.04953285,0.29637673
-0.239366,-0.034969676,0.08471066
-0.2050936,-0.007610546,0.21006429
-0.22393888,-0.030138513,0.2976503
-0.24770708,-0.04731642,0.37234578
-0.30529127,-0.07852157,0.46403167
-0.31817713,-0.08349554,0.48599812
-0.3139899,-0.09371181,0.48516965
-0.30486712,-0.09574049,0.48976064
-0.3087781,-0.096819334,0.48533878
-0.31933802,-0.095628135,0.47995523
-0.31584272,-0.06823924,0.3645849
-0.29843703,-0.066161886,0.31069008
-0.29439926,-0.08192479,0.36099288
-0.29497638,-0.08170661,0.38888812
-0.30617255,-0.0825607,0.29751477
-0.29915917,-0.07745325,0.25207487
-0.28640106,-0.06486493,0.15438919
-0.25998262,-0.042265717,0.1566112
-0.26496592,-0.036804426,0.123537414
-0.26351264,-0.02556143,0.14392227
-0.27861091,-0.029783238,0.16221139
-0.29791328,-0.06329215,0.24110389
-0.27125597,-0.06876128,0.27627707
-0.22268215,-0.06697618,0.26051486
-0.23843539,-0.06053835,0.25152653
-0.21825762,-0.061710957,0.40536264
-0.20397513,-0.05580545,0.43004918
-0.26202396,-0.06861236,0.4578063
-0.263649,-0.07180446,0.365238
-0.2781226,-0.0760727,0.39449102
-0.25649837,-0.07286582,0.38677222
-0.2853813,-0.08585705,0.32898048
-0.25621408,-0.07946519,0.29346243
-0.33542073,-0.10048704,0.008393419
-0.33914417,-0.102583036,-0.04637377
-0.3190414,-0.07563264,-0.025657209
-0.31248516,-0.081213236,0.11800243
-0.3057721,-0.073028475,0.27976492
-0.30790654,-0.0692962,0.22769217
-0.2682604,-0.09739172,0.20821653
-0.19654378,-0.049909983,0.09038018
-0.26548493,-0.05465507,0.20113389
-0.2977524,-0.03298124,0.34194687
-0.3138257,-0.030048084,0.32638022
-0.31724688,-0.037946396,0.29193822
-0.31642386,-0.034201562,0.32019967
-0.20733598,-0.010475379,0.35128236
-0.18938223,-0.0003449262,0.34655088
-0.13518703,-0.019305887,0.2627884
-0.15417923,-0.021120155,0.2558596
-0.20592164,-0.021527316,0.32670757
-0.09316757,-0.046800915,0.094096616
-0.10690008,-0.031118138,0.41120267
