cooling demand,heating demand,cooling electricity consumption,heating electricity consumption,dhw demand,dhw electricity consumption,dhw storage electricity consumption,positive dhw storage electricity consumption,negative dhw storage electricity consumption,dhw soc storage,dhw capacity,dhw stored energy (?),electrical storage electricity consumption,positive electrical storage electricity consumption,negative electrical storage electricity consumption,electrical storage soc,electrical capacity history,stored electrical energy,energy from cooling device,energy from dhw device,energy from dhw device to dhw storage,energy from dhw storage,energy from electrical storage,energy from heating device,energy to electrical storage,energy to non shiftable load,net electricity consumption,positive net electricity consumption,negative net electricity consumption,net electricity consumption without storage,net electricity consumption without storage and pv,non shiftable load,solar generation,indoor_temperature,heating_sp,cooling_sp,comfort_band
1.3953748,0.0,0.40040433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1063721406253717,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.3953748,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.2825986,0.68300295,0.68300295,0.0,0.68300295,0.68300295,0.2825986,-0.0,24.444445,24.444445,24.444445,2.0
1.3196206,0.0,0.36831653,0.0,0.31246832,0.3348919,0.0,0.0,0.0,0.0,3.1063721406253717,0.0,0.0010113602,0.0010113602,0.0,0.00017903038,4.999999987603695,0.0008951518953470778,1.3196206,-0.0,0.0,-0.0,-0.0,0.0,0.0010113602,0.28118438,0.9854042,0.9854042,0.0,0.9843928,0.9843928,0.28118438,-0.0,24.444445,24.444445,24.444445,2.0
1.2492223,0.0,0.3486678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1063721406253717,0.0,0.0,0.0,0.0,0.00017862038,4.999999987603695,0.0008931018942943641,1.2492223,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.27988258,0.6285504,0.6285504,0.0,0.6285504,0.6285504,0.27988258,-0.0,24.444445,24.444445,24.444445,2.0
1.1390074,0.0,0.31790596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1063721406253717,0.0,0.0,0.0,0.0,0.00017821131,4.999999987603695,0.000891056549854512,1.1390074,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.30854666,0.6264526,0.6264526,0.0,0.6264526,0.6264526,0.30854666,-0.0,24.444445,24.444445,24.444445,2.0
1.0818641,0.0,0.29177445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1063721406253717,0.0,0.0,0.0,0.0,0.00017780319,4.999999987603695,0.0008890159347870973,1.0818641,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.27712905,0.5689035,0.5689035,0.0,0.5689035,0.5689035,0.27712905,-0.0,24.444445,24.444445,24.444445,2.0
1.071403,0.0,0.29903704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1063721406253717,0.0,0.0,0.0,0.0,0.000177396,4.999999987603695,0.0008869799763325441,1.071403,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.27724153,0.57627857,0.57627857,0.0,0.57627857,0.57627857,0.27724153,-0.0,24.444445,24.444445,24.444445,2.0
1.6183828,0.0,0.46439672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1063721406253717,0.0,0.0,0.0,0.0,0.00017698974,4.999999987603695,0.0008849486744908525,1.6183828,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.28010753,0.7250657,0.7250657,0.0,0.7250657,0.7445042,0.28010753,-0.019438513,24.444445,24.444445,24.444445,2.0
2.3920963,0.0,0.7276904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1063721406253717,0.0,0.0,0.0,0.0,0.0001765844,4.999999987603695,0.0008829220292620225,2.3920963,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.28286102,0.9559616,0.9559616,0.0,0.9559616,1.0105515,0.28286102,-0.054589897,24.444445,24.444445,24.444445,2.0
3.5249667,0.0,1.1939635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1063721406253717,0.0,0.0,0.0,0.0,0.00017618001,4.999999987603695,0.0008809000406460539,3.5249667,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.28367546,1.3391173,1.3391173,0.0,1.3391173,1.477639,0.28367546,-0.13852163,24.444445,24.444445,24.444445,2.0
3.8419683,0.0,1.3525639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1063721406253717,0.0,0.0,0.0,0.0,0.00017577653,4.999999987603695,0.0008788826358833709,3.8419683,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.28326306,1.3593569,1.3593569,0.0,1.3593569,1.635827,0.28326306,-0.2764701,24.444445,24.444445,24.444445,2.0
