Outdoor Drybulb Temperature (C),Outdoor Relative Humidity (%),Diffuse Solar Radiation (W/m2),Direct Solar Radiation (W/m2),6h Outdoor Drybulb Temperature (C),12h Outdoor Drybulb Temperature (C),24h Outdoor Drybulb Temperature (C),6h Outdoor Relative Humidity (%),12h Outdoor Relative Humidity (%),24h Outdoor Relative Humidity (%),6h Diffuse Solar Radiation (W/m2),12h Diffuse Solar Radiation (W/m2),24h Diffuse Solar Radiation (W/m2),6h Direct Solar Radiation (W/m2),12h Direct Solar Radiation (W/m2),24h Direct Solar Radiation (W/m2)
25.4,80.05666666666666,0.0,0.0,25.475191204424146,33.75186042583746,23.617463469345626,82.99892129137783,45.08620810503079,87.99239023116445,51.65437508111201,167.39433995661634,0.0,170.43161510374256,848.6400404252649,0.0
25.3,80.535,0.0,0.0,26.14671828025536,34.3154841014057,28.418604681743446,74.55072693582353,41.80640367460324,87.37252824919206,84.14677243438022,165.08153153890035,0.0,2.046937167207451,833.0387184311384,0.0
25.6,79.1,0.0,0.0,28.35832280638785,34.88799463808479,28.232315947631168,71.04113382954694,38.886349967681625,85.83856092098331,204.55702949345283,159.49518154339472,0.0,100.04865449174578,833.5604869068086,0.0
25.6,79.1,0.0,0.0,28.82201057721555,36.57847259525732,27.342903995770428,61.56055845136927,38.20721529467621,89.80394500843734,335.62493532432075,145.72410995103442,0.0,173.16778927087853,813.240074903692,0.0
25.6,79.1,0.0,0.0,32.62713341047965,37.13837992616253,23.661348161096825,52.457287940298876,37.364298214275244,87.96929983131075,300.3563913282569,130.258532540792,0.0,441.7940931722194,757.7825979349694,0.0
25.0,81.97,0.0,0.0,34.49879222526621,34.84656415317273,26.308565704700516,48.27082009643954,39.50027028037629,85.57418159649075,171.15715651430403,104.36913273652591,0.0,817.2623760512006,650.0823560786225,0.0
25.6,81.55,51.5,169.5,33.885860583174136,34.107957791674764,24.692271380334457,44.77215112900855,41.361715272806386,78.58998311650238,169.57742753334796,74.26682940753994,42.34120919188945,841.6149491164258,405.41966939161415,43.222291495623764
26.7,74.14,83.0,2.0,35.73178820257238,32.24923503428024,26.028470681171427,42.39942484482088,47.35811593533236,76.29488014101035,165.79392451381645,0.0,126.18884579404613,847.7901814187741,0.0,145.15347585590473
27.8,69.52,202.5,99.5,36.620651382320716,31.485277909318192,27.10538150148706,38.83626386819883,55.07457715786962,67.88530239814897,156.40905737905445,0.0,173.51761907720595,823.3696466466049,0.0,519.8833537073988
29.4,61.09,329.5,170.5,37.385403273216944,28.522727668919885,33.47225537899954,36.57385148556581,63.57344338609772,60.89744374338401,143.1719648759366,0.0,190.90792396046226,807.7241389088899,0.0,709.3637592478113
32.2,52.08,299.5,434.0,36.46576849566862,26.635907050835556,34.42932150833141,36.88426799235274,71.7369260695153,53.998072535715714,126.79223792559233,0.0,185.8238741446901,739.771549004156,0.0,794.5531554314642
33.9,47.35,167.0,811.0,35.52531190255116,27.062119234343363,30.18581162081088,39.56457157739878,82.34280984475114,50.68350712980098,104.96698205489733,0.0,184.4959445055842,635.1638715319152,0.0,844.0282318903965
34.4,44.66,166.0,833.0,34.531945530110875,26.36651263168572,35.228081031606365,42.24695607119003,86.04174057317695,42.33568399791289,73.09303564244958,0.0,154.51725335664514,410.3416830876122,0.0,871.8248571388378
35.6,41.8,163.5,830.5,33.394389157155956,25.833559465610037,35.382535402068974,45.61329815921051,83.65680351521648,40.337209860140234,0.0,0.0,158.04279057885128,0.0,0.0,871.8688074684702
36.7,37.93,155.5,815.0,31.336908298583545,26.942740229142295,37.28084549316405,54.441739470690486,83.19380143933036,37.13740434062648,0.0,0.0,147.86393692724621,0.0,0.0,838.1415676366887
36.7,36.55,140.0,788.5,29.490298388112944,26.115223874123284,34.48095250368419,64.18494131707214,84.34777960856188,37.06084844777224,0.0,0.0,140.6478762553571,0.0,0.0,814.8750062650284
36.7,36.55,124.5,728.0,27.925895937350187,24.828422962568343,36.86959500722237,72.0395857440873,87.19174340998627,37.40678457108301,0.0,0.0,129.11424215177516,0.0,0.0,756.5988531340907
