cooling demand,cooling electricity consumption,heating electricity consumption,dhw demand,dhw electricity consumption,dhw storage electricity consumption,positive dhw storage electricity consumption,negative dhw storage electricity consumption,dhw soc storage,dhw capacity,dhw stored energy (?),electrical storage electricity consumption,positive electrical storage electricity consumption,negative electrical storage electricity consumption,electrical storage soc,electrical capacity history,stored electrical energy,energy from cooling device,energy from dhw device,energy from dhw device to dhw storage,energy from dhw storage,energy from electrical storage,energy from heating device,energy to electrical storage,energy to non shiftable load,net electricity consumption,positive net electricity consumption,negative net electricity consumption,net electricity consumption without storage,net electricity consumption without storage and pv,non shiftable load,solar generation,indoor_temperature,heating_sp,cooling_sp,comfort_band
1.8881519,0.46253663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0446921415986665,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.8881519,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.53524137,0.997778,0.997778,0.0,0.997778,0.997778,0.53524137,-0.0,27.222221,27.222221,27.222221,2.0
1.6354609,0.3891858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0446921415986665,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.6354609,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.48137644,0.8705622,0.8705622,0.0,0.8705622,0.8705622,0.48137644,-0.0,27.222221,27.222221,27.222221,2.0
1.5439501,0.36740923,0.0,0.3235594,0.3481591,0.0,0.0,0.0,0.0,6.0446921415986665,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.5439501,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.4576951,1.1732634,1.1732634,0.0,1.1732634,1.1732634,0.4576951,-0.0,27.222221,27.222221,27.222221,2.0
1.3625172,0.3242342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0446921415986665,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.3625172,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.47662967,0.80086386,0.80086386,0.0,0.80086386,0.80086386,0.47662967,-0.0,27.222221,27.222221,27.222221,2.0
1.2020447,0.27594858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0446921415986665,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.2020447,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.4527849,0.7287335,0.7287335,0.0,0.7287335,0.7287335,0.4527849,-0.0,27.222221,27.222221,27.222221,2.0
1.184107,0.28177842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0446921415986665,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.184107,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.5218924,0.8036709,0.8036709,0.0,0.8036709,0.8036709,0.5218924,-0.0,27.222221,27.222221,27.222221,2.0
1.3102002,0.320957,0.0,0.323581,0.34818235,0.0,0.0,0.0,0.0,6.0446921415986665,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.3102002,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.6865153,1.3393031,1.3393031,0.0,1.3393031,1.3556547,0.6865153,-0.016351623,27.222221,27.222221,27.222221,2.0
1.4052786,0.36589214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0446921415986665,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.4052786,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.7777426,1.0962797,1.0962797,0.0,1.0962797,1.1436348,0.7777426,-0.047355045,27.222221,27.222221,27.222221,2.0
2.2649527,0.6594945,0.0,0.4017238,0.4322662,0.0,0.0,0.0,0.0,6.0446921415986665,0.0,0.0,0.0,0.0,0.0,15.0,0.0,2.2649527,-0.0,0.0,-0.0,-0.0,0.0,0.0,1.0644099,2.0917149,2.0917149,0.0,2.0917149,2.1561704,1.0644099,-0.06445563,27.222221,27.222221,27.222221,2.0
1.9918314,0.60367453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0446921415986665,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.9918314,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.7560906,1.2011276,1.2011276,0.0,1.2011276,1.359765,0.7560906,-0.15863743,27.222221,27.222221,27.222221,2.0
2.360879,0.79981744,0.0,0.1617907,0.17409138,0.0,0.0,0.0,0.0,6.0446921415986665,0.0,0.0,0.0,0.0,0.0,15.0,0.0,2.360879,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.7449047,1.4451015,1.4451015,0.0,1.4451015,1.7188137,0.7449047,-0.2737121,27.222221,27.222221,27.222221,2.0
2.9511104,1.1154736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0446921415986665,0.0,0.03796728,0.03796728,0.0,0.0023461962,14.999998457459348,0.035192939559014244,2.9511104,-0.0,0.0,-0.0,-0.0,0.0,0.03796728,0.7363331,1.5233166,1.5233166,0.0,1.4853493,1.8518066,0.7363331,-0.36645728,27.222221,27.222221,27.222221,2.0
3.2076783,1.311261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0446921415986665,0.0,0.29166922,0.29166922,0.0,0.020507835,14.999986607474845,0.30761724812443275,3.2076783,-0.0,0.0,-0.0,-0.0,0.0,0.29166922,0.7651428,1.9391546,1.9391546,0.0,1.6474854,2.0764036,0.7651428,-0.42891833,27.222221,27.222221,27.222221,2.0
3.4907572,1.4514188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0446921415986665,0.0,0.11758754,0.11758754,0.0,0.027643459,14.999981830105508,0.41465138148732317,3.4907572,-0.0,0.0,-0.0,-0.0,0.0,0.11758754,0.73385394,1.8297713,1.8297713,0.0,1.7121837,2.1852727,0.73385394,-0.473089,27.222221,27.222221,27.222221,2.0
3.9134583,1.6874481,0.0,0.16179065,0.17409134,0.0,0.0,0.0,0.0,6.0446921415986665,0.0,0.0,0.0,0.0,0.027440725,14.999981830105508,0.41161037482099005,3.9134583,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.7307913,2.1162348,2.1162348,0.0,2.1162348,2.5923305,0.7307913,-0.4760958,27.08898,27.222221,27.222221,2.0
5.0098386,2.1601975,0.0,0.16178975,0.17409036,0.0,0.0,0.0,0.0,6.0446921415986665,0.0,0.0,0.0,0.0,0.027239477,14.999981830105508,0.4085916639900857,5.0098386,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.7372291,2.6071718,2.6071718,0.0,2.6071718,3.071517,0.7372291,-0.46434516,26.619017,27.222221,27.222221,2.0
4.0771174,1.695221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0446921415986665,0.0,0.0,0.0,0.0,0.027039707,14.999981830105508,0.40559510929639303,4.0771174,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.7567533,2.0517907,2.0517907,0.0,2.0517907,2.4519744,0.7567533,-0.40018377,26.942602,27.222221,27.222221,2.0
3.037261,1.194817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0446921415986665,0.0,0.0,0.0,0.0,0.0268414,14.999981830105508,0.4026205151624084,3.037261,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.7958673,1.683452,1.683452,0.0,1.683452,1.9906843,0.7958673,-0.30723223,27.33777,27.222221,27.222221,2.0
2.447325,0.88393056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0446921415986665,0.0,0.0,0.0,0.0,0.026644548,14.999981830105508,0.3996677418899148,2.447325,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.86570126,1.5776024,1.5776024,0.0,1.5776024,1.7496319,0.86570126,-0.17202945,27.569098,27.222221,27.222221,2.0
0.0,0.0,0.018816207,0.0,0.0,0.0,0.0,0.0,0.0,6.0446921415986665,0.0,0.0,0.0,0.0,0.02644914,14.999981830105508,0.3967366218410518,0.0,-0.0,0.0,-0.0,-0.0,0.10033514,0.0,0.8827494,0.8775925,0.8775925,0.0,0.8775925,0.9015656,0.8827494,-0.02397312,28.85356,27.222221,27.222221,2.0
6.195481,1.9080577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0446921415986665,0.0,0.0,0.0,0.0,0.026255164,14.999981830105508,0.3938269873779592,6.195481,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.9701421,2.8781998,2.8781998,0.0,2.8781998,2.8781998,0.9701421,-0.0,24.318304,27.222221,27.222221,2.0
0.0,0.0,0.20066397,0.323581,0.34818235,0.0,0.0,0.0,0.0,6.0446921415986665,0.0,0.0,0.0,0.0,0.026062611,14.999981830105508,0.3909386988024198,0.0,-0.0,0.0,-0.0,-0.0,0.85264987,0.0,0.50440085,1.0532472,1.0532472,0.0,1.0532472,1.0532472,0.50440085,-0.0,26.57557,27.166666,27.166666,2.0
0.0,0.0,0.0016715458,0.32358098,0.34818232,0.0,0.0,0.0,0.0,6.0446921415986665,0.0,0.0,0.0,0.0,0.02587147,14.999981830105508,0.3880715884765734,0.0,-0.0,0.0,-0.0,-0.0,0.006482893,0.0,0.49762964,0.8474835,0.8474835,0.0,0.8474835,0.8474835,0.49762964,-0.0,26.798828,24.944445,24.944445,2.0
8.734519,2.213056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0446921415986665,0.0,0.0,0.0,0.0,0.025681732,14.999981830105508,0.385225516702203,8.734519,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.48882246,2.7018785,2.7018785,0.0,2.7018785,2.7018785,0.48882246,-0.0,21.195478,22.944445,22.944445,2.0
0.0,0.0,0.063906014,0.0,0.0,0.0,0.0,0.0,0.0,6.0446921415986665,0.0,0.0,0.0,0.0,0.025493385,14.999981830105508,0.38240031584144824,0.0,-0.0,0.0,-0.0,-0.0,0.22682339,0.0,0.48431218,0.5482182,0.5482182,0.0,0.5482182,0.5482182,0.48431218,-0.0,23.639208,21.055555,21.055555,2.0
2.9565678,0.7035657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0446921415986665,0.0,0.0,0.0,0.0,0.025306419,14.999981830105508,0.37959581825644867,2.9565678,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.48137644,1.1849421,1.1849421,0.0,1.1849421,1.1849421,0.48137644,-0.0,22.265493,19.61111,19.61111,2.0
7.0666795,1.7311097,0.0,0.0,0.5256745,0.5256745,0.5256745,0.0,0.07893321,6.0446921415986665,0.47712696,0.0,0.0,0.0,0.025120825,14.999981830105508,0.3768119121886308,7.0666795,-0.0,0.48853222,-0.0,-0.0,0.0,0.0,0.47911552,2.7358997,2.7358997,0.0,2.210225,2.210225,0.47911552,-0.0,20.995193,19.444445,19.444445,2.0
0.0,0.0,0.08257662,0.0,0.0,0.0,0.0,0.0,0.07842919,6.0446921415986665,0.47408032,0.0,0.0,0.0,0.02493659,14.999981830105508,0.3740484020604909,0.0,-0.0,0.0,-0.0,-0.0,0.2930915,0.0,0.47662967,0.5592063,0.5592063,0.0,0.5592063,0.5592063,0.47662967,-0.0,23.116053,19.444445,19.444445,2.0
9.832078,2.2571108,0.0,0.0,0.0,0.0,0.0,0.0,0.077928394,6.0446921415986665,0.47105315,0.0,0.0,0.0,0.024753708,14.999981830105508,0.37130517611345526,9.832078,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.4527849,2.7098956,2.7098956,0.0,2.7098956,2.7098956,0.4527849,-0.0,17.125603,19.444445,19.444445,2.0
