electrical_storage,cooling_or_heating_device
0.052559514,-0.31477737
-0.0068423934,-0.2911045
0.058326617,-0.14853452
0.043308176,-0.23792097
0.10640893,-0.08930856
0.11392515,-0.14490965
0.016201496,-0.37351495
-0.04387482,-0.15546513
-0.10346427,-0.078817666
-0.09726355,-0.10105008
0.0068766205,-0.14229909
-0.03463063,-0.22706978
-0.0842908,-0.36631376
-0.06548064,-0.37403467
-0.085646056,-0.42976406
-0.08433379,-0.4821355
-0.09757566,-0.45652044
-0.1111707,-0.2320648
-0.09058112,-0.4624207
-0.11525785,-0.44340694
-0.11124962,-0.44423658
-0.09279412,-0.43877012
-0.043174673,-0.3744827
0.03685568,-0.35762998
-0.036438894,-0.24309012
-0.0767554,-0.13867304
0.06762275,-0.25754932
0.064957306,-0.35591033
0.09893493,-0.22245854
0.07706966,-0.100783065
0.06430489,-0.062332854
0.018789336,-0.08432549
-0.076140344,-0.37780413
-0.024802426,-0.10307981
-0.008373587,-0.41849583
0.029883929,-0.43186337
-0.052203298,-0.4656696
-0.10594894,-0.40696502
-0.11513847,-0.28295788
-0.0981309,-0.44159442
-0.10189842,-0.25270733
0.031574484,-0.3261391
-0.01431897,-0.39583278
-0.059370697,-0.46400556
-0.100303784,-0.41448247
-0.071677856,-0.40764368
0.011515633,-0.27145955
0.07152688,-0.21997328
0.0034386094,-0.31575722
0.098680034,-0.12735821
0.123463914,-0.1309388
0.123183295,-0.15860705
0.12224271,-0.115562916
0.048824284,-0.14827982
-0.07370704,-0.08455536
-0.0892056,-0.18001643
-0.07707712,-0.23577623
-0.07977551,-0.4592122
0.033124175,-0.4589268
0.10255509,-0.46591932
0.02224279,-0.4697787
-0.10911184,-0.4647206
-0.11286999,-0.44858855
-0.116061956,-0.45165527
-0.121261165,-0.3531202
-0.11994841,-0.44435585
-0.10968081,-0.39811033
-0.08521764,-0.36800703
-0.07846621,-0.3241639
-0.031616334,-0.3215196
-0.030845461,-0.33668286
-0.11708989,-0.3200751
-0.077948324,-0.22347017
-0.06041788,-0.057632983
0.07606598,-0.05824566
0.10405921,-0.08780044
0.113463774,-0.01985392
0.048902147,-0.052346185
-0.040196963,-0.3136118
-0.045847666,-0.21311863
-0.034766465,-0.22904864
-0.03801264,-0.25301883
0.09264241,-0.08202377
0.050595786,-0.24387804
0.007908499,-0.28797695
-0.043522786,-0.085369274
-0.11079959,-0.37905157
-0.10652088,-0.32829702
-0.11350139,-0.37323713
-0.11906044,-0.1412564
-0.11516289,-0.21777806
-0.120619476,-0.3033674
-0.120704,-0.29388687
-0.11073766,-0.056165576
-0.080006465,-0.017755195
-0.047766794,-0.42075127
0.025794277,-0.26165512
0.015476623,-0.098872736
0.032575548,-0.14112666
0.056790628,-0.13192248
0.10596408,-0.0049097836
-0.01313118,-0.07491505
0.029637521,-0.16625856
0.05396847,-0.0070984513
0.031486694,-0.004121661
-0.045170203,-0.038274333
-0.049192037,-0.39580786
0.013387977,-0.11713837
0.11878824,-0.045740277
0.03944602,-0.3187493
-0.092163794,-0.33373353
-0.08622148,-0.27345428
-0.11498645,-0.36431238
-0.10920053,-0.44938856
-0.10888714,-0.35949326
-0.106236085,-0.30170435
-0.0976724,-0.36520305
-0.052715674,-0.45899832
-0.04272238,-0.43605775
-0.00807336,-0.37098223
-0.079514444,-0.3225992
0.014358701,-0.07091211
-0.08562589,-0.14048232
0.007468853,-0.022201747
0.05618892,-0.10974236
-0.022386013,-0.31540018
-0.08223672,-0.07507339
-0.033953942,-0.31884336
0.0042668837,-0.22379912
-0.021148508,-0.38944072
-0.11616651,-0.04856661
0.08665156,-0.44956478
0.026039071,-0.10238823
-0.010394205,-0.2831396
-0.09851101,-0.4626413
-0.10007227,-0.43510565
-0.103062615,-0.34326077
-0.10915131,-0.41518182
-0.09169811,-0.34850338
-0.089012176,-0.30672634
-0.09875708,-0.40676117
-0.09423341,-0.30472627
-0.0724609,-0.28259832
-0.04463025,-0.33351424
-0.029855754,-0.30102298
-0.022850875,-0.29619962
-0.046931088,-0.06643285
-0.048129894,-0.18146385
-0.08902996,-0.12193261
-0.046999305,-0.0630575
-0.08129214,-0.03499654
-0.07583587,-0.07008594
-0.075138,-0.10693638
-0.09148764,-0.20776382
-0.015736373,-0.42511237
-0.035376552,-0.13323982
0.05012359,-0.31107694
-0.06772551,-0.39261985
-0.07990341,-0.35666174
-0.06027607,-0.38529015
-0.016996037,-0.3570292
-0.054530457,-0.18335807
-0.103357054,-0.29809067
-0.11433731,-0.30365732
-0.10981421,-0.32686222
-0.10094368,-0.26760742
-0.10800299,-0.3632442
-0.08488516,-0.16782309
-0.06683979,-0.08387777
-0.004603796,-0.17018303
0.06934114,-0.050228834
0.08576011,-0.09463987
0.0726195,-0.1358227
0.02404661,-0.065392494
-0.015856028,-0.15661852
-0.08671329,-0.030658409
-0.08006907,-0.08006561
-0.10945658,-0.06581381
-0.006902988,-0.32419315
0.052895185,-0.13581774
0.08622665,-0.088357374
-0.0048315437,-0.37350562
-0.03376049,-0.2801873
0.028388662,-0.36315903
0.060785353,-0.033814684
-0.023457663,-0.23556954
-0.057747167,-0.13173023
-0.07635816,-0.33106363
-0.054722704,-0.17918216
-0.09536953,-0.23668058
-0.07559041,-0.040463224
-0.08038147,-0.062171355
-0.07114153,-0.07845737
-0.0820276,-0.07349813
0.053886347,-0.027100638
0.08480106,-0.047545806
