dhw_storage,electrical_storage,cooling_or_heating_device
0.26275465,-0.08829714,-0.24974735
0.15471673,-0.098042786,-0.24879724
0.13667835,-0.09149239,-0.14897974
0.044938326,-0.0789062,-0.13575913
0.0054997248,-0.07804185,-0.25847206
-0.07897984,-0.07131688,-0.36646265
-0.10700004,-0.054103605,-0.38439816
-0.27979067,-0.052602462,-0.28462625
-0.10434141,-0.05602402,0.016064951
-0.01298736,-0.033140823,0.0028223635
0.106433086,-0.047283467,0.12673137
-0.12434295,-0.08620402,-0.07717639
-0.15189642,-0.06940029,-0.0765438
-0.21737249,-0.06766066,-0.20672363
-0.18794006,-0.048309885,-0.16458505
-0.23581071,-0.06754918,-0.30750895
-0.17704669,-0.059694808,-0.16138574
-0.24564101,-0.10471911,-0.4205522
-0.091881305,-0.10157986,-0.13803771
0.08622171,-0.06546,0.010904559
-0.16446732,-0.085820876,0.081380375
-0.11829916,-0.097959906,0.015239276
-0.11415255,-0.108717926,-0.3950916
-0.1579036,-0.11471123,-0.065361336
0.2775219,-0.094423175,-0.024022017
0.04670441,-0.07446751,-0.326152
0.17763571,-0.05899905,0.14572759
-0.072378345,-0.02944339,-0.18221116
0.16296227,-0.06285339,0.03418
-0.16598736,-0.08290481,-0.21090414
0.15257114,-0.0754275,0.10752971
-0.021195473,-0.053920493,-0.26535287
0.113045126,-0.047930483,-0.026970187
-0.021832883,-0.08455153,-0.19871953
0.10538133,-0.05761081,-0.061181687
-0.020134944,-0.0672299,-0.2612458
0.038641464,-0.05814339,-0.13041946
-0.007591381,-0.064796925,-0.30401087
0.046622314,-0.062282205,-0.20881082
-0.07081624,-0.07844473,-0.27281526
0.0010351336,-0.086365715,-0.09276615
0.074213,-0.0949503,-0.13014571
0.14816739,-0.10104595,-0.16447444
0.07836967,-0.104930826,-0.045159638
-0.08189671,-0.10399583,-0.2520419
0.19208832,-0.096261464,-0.059017815
0.25517732,-0.10614905,-0.2660843
0.2197286,-0.087957226,-0.08377006
0.21261029,-0.0628974,-0.03392885
0.15530491,-0.0745578,-0.09566898
0.114757545,-0.08163945,-0.08853239
-0.02039108,-0.08396238,-0.12929977
-0.10495,-0.08191221,-0.13615453
-0.17549507,-0.078854285,-0.17708679
-0.09751162,-0.078067236,-0.15353929
0.021389283,-0.09614354,-0.24221702
0.05920511,-0.09552453,-0.18154103
0.15649843,-0.101128936,-0.2424865
0.22698355,-0.0866598,-0.16840924
0.14015785,-0.06507729,-0.18560211
0.13387544,-0.06789232,-0.18801704
0.11413726,-0.09208692,-0.13360149
0.10241299,-0.08287216,-0.2095513
0.029947862,-0.07816717,-0.20939694
-0.14992195,-0.0852777,-0.2540434
-0.14882748,-0.08994839,-0.22642197
-0.26412767,-0.10282437,-0.2833493
-0.29727116,-0.08831844,-0.3093921
-0.1771924,-0.057456322,-0.08347534
-0.24836592,-0.064723715,-0.26352957
-0.08261294,-0.05112373,-0.096491665
0.009862384,-0.04426171,-0.28519517
0.08363487,-0.02210097,-0.029566111
-0.32780176,-0.07075321,-0.4501258
-0.13888171,-0.04733153,-0.19565833
-0.15042204,-0.04497238,-0.30991104
-0.17686656,-0.041466825,-0.23893142
-0.185795,-0.07696443,-0.32246697
0.049181,-0.06714625,-0.046740294
0.18175638,-0.06267425,0.007918823
-0.028190482,-0.060564645,0.04083928
0.1661514,-0.0834326,-0.033128094
-0.05011821,-0.085358925,-0.17341015
0.13787092,-0.033250708,0.07648182
-0.091124184,-0.08643915,-0.36920378
-0.18053678,-0.0710759,-0.19246046
-0.23451534,-0.074880145,-0.199402
-0.25690767,-0.06528859,-0.17413126
-0.29148188,-0.062286746,-0.17472875
-0.22656204,-0.062228814,-0.12529442
