dhw_storage,electrical_storage,cooling_or_heating_device
-0.082448855,0.19915429,-0.25482076
-0.26563367,0.14337541,-0.19534588
-0.2908329,0.18074279,-0.36635223
-0.26853013,0.20333715,-0.33259356
-0.25489214,0.1544088,-0.4271344
-0.2515568,0.041841447,-0.4892856
-0.22695445,0.081742816,-0.4947088
-0.23587981,0.011953108,-0.49778008
-0.25990972,-0.007287679,-0.4966469
-0.2760346,-0.09304549,-0.48628265
-0.29197952,-0.09593132,-0.46074516
-0.27346134,0.0608502,-0.38807082
-0.21035221,0.012273763,-0.4042971
-0.23944636,0.0487291,-0.41139948
-0.11123947,-0.03778568,-0.36517745
-0.26163417,0.05895835,-0.40089363
-0.24218528,0.006023553,-0.42063665
-0.2171078,-0.12851512,-0.30634487
-0.2049187,0.020885598,-0.19189292
-0.17891014,0.15752284,-0.12085022
-0.12880859,0.22649908,-0.1655871
-0.08762073,0.23979221,-0.18290658
-0.26350948,0.2280967,-0.25815904
-0.2787145,0.22899048,-0.307284
-0.12056024,0.24963523,-0.44705942
-0.15765733,0.24977085,-0.45902517
-0.19028667,0.24976413,-0.485477
-0.22313741,0.2496343,-0.47681218
-0.11863868,0.24954861,-0.49037415
-0.15000714,0.24913841,-0.453871
0.28096545,0.2473812,-0.46528676
-0.28247672,0.074421525,-0.46829653
0.12496529,0.20430484,-0.45664036
-0.24721085,0.1214445,-0.496853
-0.0067919926,0.17446917,-0.4968741
-0.2099386,0.112629876,-0.49867672
-0.28465044,-0.14068277,-0.49571598
-0.3027503,-0.11335943,-0.4980497
-0.30024552,-0.112426184,-0.4972875
-0.29742905,-0.11072122,-0.49625146
-0.28115755,-0.14761195,-0.49080512
-0.26150003,-0.054864544,-0.4481221
-0.25145495,-0.1271084,-0.456178
-0.24039994,0.06501725,-0.17676854
-0.2538479,0.1183823,-0.25700212
-0.1825548,0.21551679,-0.21699215
-0.07182967,0.24710712,-0.18332711
-0.102754466,0.24862117,-0.26140293
-0.10029063,0.24793611,-0.16580294
-0.22069155,0.24476838,-0.30058628
-0.22232722,0.24556579,-0.29084283
-0.16217546,0.2453681,-0.2830557
-0.14598455,0.24554811,-0.298358
-0.10596101,0.24448298,-0.38094142
-0.057286885,0.2475945,-0.39289168
-0.06180479,0.19213101,-0.48176774
-0.10088977,0.11742942,-0.48787567
-0.1607868,0.2373258,-0.4879321
-0.18621206,0.22395526,-0.48276356
