cooling demand,cooling electricity consumption,heating electricity consumption,dhw demand,dhw electricity consumption,dhw storage electricity consumption,positive dhw storage electricity consumption,negative dhw storage electricity consumption,electrical storage electricity consumption,positive electrical storage electricity consumption,negative electrical storage electricity consumption,energy from cooling device,energy from dhw device,energy from dhw device to dhw storage,energy from dhw storage,energy from electrical storage,energy from heating device,energy to electrical storage,energy to non shiftable load,net electricity consumption,positive net electricity consumption,negative net electricity consumption,net electricity consumption without storage,net electricity consumption without storage and pv,net electricity consumption without storage and partial load,net electricity consumption without storage and partial load and pv,non shiftable load,solar generation
21.433313,5.613936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.433313,0.0,0.0,0.0,0.0,0.0,0.0,3.7419388,9.35587477684021,9.35587477684021,0.0,9.355875,9.355875,9.355875,9.355875,3.7419388,0.0
19.659147,4.8832536,0.0,0.31246832,3.438023,3.1031308,3.1031308,0.0,2.533339,2.533339,0.0,19.659147,0.0,2.8894844,0.0,0.0,0.0,2.533339,3.6769533,14.531568884849548,14.531568884849548,0.0,8.895099,8.895099,8.895099,8.895099,3.6769533,0.0
17.562538,4.315687,0.0,0.3235594,1.07937,0.7312108,0.7312108,0.0,1.2185811,1.2185811,0.0,17.562538,0.0,0.69724435,0.0,0.0,0.0,1.2185811,3.6596305,10.273269057273865,10.273269057273865,0.0,8.323478,8.323478,8.323478,8.323478,3.6596305,0.0
15.982864,3.9144888,0.0,0.0,1.2333584,1.2333584,1.2333584,0.0,2.1485858,2.1485858,0.0,15.982864,0.0,1.1532698,0.0,0.0,0.0,2.1485858,3.6477017,10.944134294986725,10.944134294986725,0.0,7.56219,7.56219,7.56219,7.56219,3.6477017,0.0
14.311921,3.3774266,0.0,0.0,0.39249372,0.39249372,0.39249372,0.0,1.517096,1.517096,0.0,14.311921,0.0,0.36686486,0.0,0.26418346,0.0,1.7812794,3.713407,9.000423222780228,9.000423222780228,0.0,7.0908337,7.0908337,7.0908337,7.0908337,3.713407,0.0
14.359235,3.434372,0.0,2.6458564,2.5954006,-0.30346712,0.0,-0.30346712,2.015067,2.015067,0.0,14.359235,0.29830742,0.022467092,0.29830742,0.0,0.0,2.015067,3.924264,11.969103395938873,11.969103395938873,0.0,10.2575035,10.2575035,10.2575035,10.2575035,3.924264,0.0
14.928612,3.7502477,0.0,0.7951534,0.67659855,-0.18506478,0.0,-0.18506478,1.2601008,1.2601008,0.0,14.928612,0.1698078,0.0,0.1698078,0.13123368,0.0,1.3913345,4.472855,10.008045881986618,10.008045881986618,0.0,8.93301,9.084766,8.93301,9.084766,4.472855,-0.15175697
20.94578,5.5253654,0.0,3.6038058,4.4468064,0.7031205,0.7031205,0.0,-0.019600272,0.0,-0.019600272,20.94578,0.0,0.64158356,0.0,0.59032935,0.0,0.570729,5.544847,14.919813960790634,14.919813960790634,0.0,14.236293,14.813899,14.236293,14.813899,5.544847,-0.5776048
26.249683,7.6315193,0.0,2.080734,1.5076056,-0.75013566,0.0,-0.75013566,-0.74391365,0.0,-0.74391365,26.249683,0.6973345,0.0,0.6973345,0.81961644,0.0,0.075702764,6.9145474,13.886580616235733,13.886580616235733,0.0,15.38063,16.803806,15.38063,16.803806,6.9145474,-1.4231776
33.671757,10.259115,0.0,5.76521,6.1885233,0.0,0.0,0.0,-1.3232461,0.0,-1.3232461,33.671757,0.0,0.0,0.0,1.3232461,0.0,0.0,7.751303,20.41208779811859,20.41208779811859,0.0,21.735334,24.198942,21.735334,24.198942,7.751303,-2.463609
