dhw_storage,electrical_storage,cooling_or_heating_device
-0.075309165,-0.05153238,-0.010044186
-0.09990698,-0.041857496,-0.023344949
-0.1701965,-0.028383736,0.11010667
-0.14459929,-0.03286753,0.12922184
-0.1647014,-0.041601915,-0.0052998704
-0.17188294,-0.038716815,-0.1691151
-0.21226373,-0.033799157,-0.2551891
-0.1241063,-0.036114246,-0.17707518
-0.19014944,-0.03459654,-0.31406236
-0.10759995,-0.011748508,-0.3913094
-0.09518493,0.002531152,-0.4172988
-0.07884233,0.019444615,-0.4185466
-0.13215968,0.007839169,-0.41454044
-0.116436414,-0.0067307106,-0.3780673
-0.02528144,-0.025762489,-0.34165287
-0.045323584,-0.03781133,-0.26811305
-0.15428141,-0.05442083,-0.18897006
-0.20088503,-0.061265346,-0.13980085
-0.16839312,-0.05822674,0.033142973
-0.22002915,-0.057165407,-0.30177492
-0.15342174,-0.047965854,0.35345063
-0.26062846,-0.046582412,0.0029442701
-0.17932193,-0.062447876,-0.3500129
-0.113228165,-0.058579937,0.11256441
-0.07385832,-0.025926434,-0.11127466
0.08082003,-0.045565538,-0.27378914
-0.23344299,-0.03186676,0.14545092
-0.18714707,-0.035433147,-0.3569805
-0.19066162,-0.03944643,0.31764424
-0.21379669,-0.032522887,0.12988605
-0.260018,-0.0052602994,0.17392872
-0.05356604,0.01503831,0.1494836
0.13779,-0.0029741356,0.15381902
-0.10490943,0.016861899,-0.0467787
0.29750553,0.027427992,-0.20277858
-0.16957335,-0.03416998,-0.37157473
0.25672248,-0.010108579,-0.12624475
-0.10012696,-0.025606133,-0.27264446
0.1772529,-0.014472168,0.009134288
-0.0872968,-0.022903502,-0.32920825
0.0936509,-0.025870368,0.102870375
-0.13901202,-0.038660698,-0.2917759
-0.012925552,-0.007823799,0.14954871
-0.19780302,-0.047614988,-0.14435486
-0.037172943,-0.022062492,-0.0349219
-0.054792877,-0.0019275504,-0.05906818
-0.0013304678,5.387576e-05,0.0491605
0.027635375,-0.010176893,-0.10439202
0.17490737,-0.05194837,0.17002217
0.14338984,0.0041664406,-0.032393973
0.008381546,0.0047987774,0.014267376
0.017379496,0.02223315,-0.17153318
-0.087719314,0.010319953,0.38108915
0.00014853774,0.023273652,0.31325614
-0.009332449,0.012508473,0.19290939
-0.104249224,0.012026375,0.21087079
-0.15673417,-0.07091807,0.009807824
0.1904243,-0.020098902,-0.31013966
-0.015201497,-0.0019367873,0.05071804
0.16042644,-0.009741468,-0.06750911
0.17041652,-0.016850848,-0.14995888
0.02405522,-0.02094823,-0.18730469
0.0054099606,-0.018732654,-0.30022925
0.077965,-0.03151707,-0.31959373
0.070088945,-0.042135295,-0.351534
0.052123804,-0.045279585,-0.29215991
-0.092069946,-0.058696847,-0.3013375
