cooling demand,cooling electricity consumption,heating electricity consumption,dhw demand,dhw electricity consumption,dhw storage electricity consumption,positive dhw storage electricity consumption,negative dhw storage electricity consumption,dhw soc storage,dhw capacity,dhw stored energy (?),electrical storage electricity consumption,positive electrical storage electricity consumption,negative electrical storage electricity consumption,electrical storage soc,electrical capacity history,stored electrical energy,energy from cooling device,energy from dhw device,energy from dhw device to dhw storage,energy from dhw storage,energy from electrical storage,energy from heating device,energy to electrical storage,energy to non shiftable load,net electricity consumption,positive net electricity consumption,negative net electricity consumption,net electricity consumption without storage,net electricity consumption without storage and pv,non shiftable load,solar generation,indoor_temperature,heating_sp,cooling_sp,comfort_band
5.394709,1.6379367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,5.394709,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.5652081,2.2031448,2.2031448,0.0,2.2031448,2.2031448,0.5652081,-0.0,21.693316,21.666666,21.666666,2.0
3.7587855,1.1105024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,3.7587855,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.56249905,1.6730014,1.6730014,0.0,1.6730014,1.6730014,0.56249905,-0.0,21.66744,21.666666,21.666666,2.0
3.0500515,0.90111274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,3.0500515,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.5599025,1.4610152,1.4610152,0.0,1.4610152,1.4610152,0.5599025,-0.0,21.666706,21.666666,21.666666,2.0
2.8188565,0.8328081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.8188565,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.55726844,1.3900765,1.3900765,0.0,1.3900765,1.3900765,0.55726844,-0.0,21.66667,21.666666,21.666666,2.0
2.4666836,0.70455647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.4666836,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.5845628,1.2891192,1.2891192,0.0,1.2891192,1.2891192,0.5845628,-0.0,21.666666,21.666666,21.666666,2.0
2.3760202,0.7019757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.3760202,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.55467194,1.2566476,1.2566476,0.0,1.2566476,1.2566476,0.55467194,-0.0,21.666666,21.666666,21.666666,2.0
2.6680698,0.81007695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.6680698,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.56012744,1.3475065,1.3475065,0.0,1.3475065,1.3702044,0.56012744,-0.022697901,21.666666,21.666666,21.666666,2.0
3.2286377,1.0383595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,3.2286377,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.56547046,1.5184555,1.5184555,0.0,1.5184555,1.60383,0.56547046,-0.08537451,21.666666,21.666666,21.666666,2.0
4.1791444,1.4944172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,4.1791444,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.71212554,1.98681,1.98681,0.0,1.98681,2.2065427,0.71212554,-0.2197328,21.666666,21.666666,21.666666,2.0
5.692426,2.1146832,0.0,2.5424187,2.6810975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,5.692426,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.7042962,5.12014,5.12014,0.0,5.12014,5.500077,0.7042962,-0.37993687,22.275902,22.277779,22.277779,2.0
3.0544422,1.2620798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,3.0544422,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.5646082,1.3375225,1.3375225,0.0,1.3375225,1.826688,0.5646082,-0.4891655,22.833296,22.833334,22.833334,2.0
0.0,0.0,0.22695473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,1.5335363,0.0,0.5646457,0.21556741,0.21556741,0.0,0.21556741,0.79160047,0.5646457,-0.57603306,26.422762,26.444445,26.444445,2.0
1.439766,0.71263796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.439766,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.5998047,0.6959053,0.6959053,0.0,0.6959053,1.3124427,0.5998047,-0.61653733,26.666656,26.666666,26.666666,2.0
2.3753276,1.1951346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.3753276,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.5699513,1.1329333,1.1329333,0.0,1.1329333,1.7650859,0.5699513,-0.6321527,26.666666,26.666666,26.666666,2.0
