Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Heating Load (kWh),Solar Generation (W/kW)
6,1,5,0,21.27739228341435,,96.26952818487486,0.6586352410549192,0.0,6.267811583623665,0,0.0
6,2,5,0,20.911612837799176,,98.55386505217764,0.6852377783749637,0.0,4.7942629412978,0,0.0
6,3,5,0,20.929741166094413,,98.59970493244694,0.653932658856001,0.0,3.711111190525601,0,0.0
6,4,5,0,20.96213072678157,,98.55586916390666,0.6519312052322331,0.0,3.1818017753937675,0,0.0
6,5,5,0,20.987985829053287,,98.60739618623212,0.648530401705701,0.0,2.84717391776737,0,0.0
6,6,5,0,21.01158127454209,,98.65195955159732,0.6506294265598472,0.0,2.631833969729516,0,0.0
6,7,5,0,21.143901776011283,,97.97137087249448,0.8024149059762744,0.0,3.581884493927946,0,36.2606
6,8,5,0,24.40436719490333,,80.52658174060595,0.6935363065611704,0.0,0.3622587192434757,0,59.6028
6,9,5,0,24.60845959483612,,79.460895293668,0.6557389700190127,0.0,1.409536556111698,0,191.336
6,10,5,0,25.42452464811096,,75.7311089065009,0.6480425455538099,0.0,1.2715852667823722,0,334.93600000000004
6,11,5,0,26.210542927846745,,72.3354210069567,0.8587138109782593,0.0,1.474489019714767,0,484.69
6,12,5,0,26.220320734252507,,72.37228075459561,0.8573942662464835,0.0,2.0409161221065446,0,654.462
6,13,5,0,26.2257319386363,,72.41381202738965,0.8595194602724558,0.0,2.726651712678722,0,702.915
6,14,5,0,26.20262271842266,,72.58451138059726,0.860943660488813,0.0,3.3226129580876407,0,689.915
6,15,5,0,26.187554755430305,,72.66553351525714,1.184856662676142,0.9706635389608484,4.755772485148217,0,649.424
6,16,5,0,26.1744949904679,,72.7250507018637,3.997178023715778,1.3457836271227726,6.118916437853211,0,576.3249999999999
6,17,5,0,26.164768255201288,,72.76886774074075,4.022362651477177,0.0,6.334635027090911,0,449.733
6,18,5,0,25.25124348558841,,76.98165891342698,1.4340416597584669,0.0860472841641731,7.849433081357484,0,306.236
6,19,5,0,24.44019416513458,,80.76079939960059,3.587673375201258,0.4073232885810639,8.013030136470256,0,128.73299999999998
6,20,5,0,24.25049496840694,,81.82580092002074,4.454204238014252,2.333446633675945,7.067091677899656,0,5.17938
6,21,5,0,23.85894074419112,,83.83911147954504,4.346850424680251,1.7958259799185508,5.286731455228995,0,0.0
6,22,5,0,23.854418077341123,,83.902836933109,0.6867364866793149,2.2433373094408497,3.650511613216949,0,0.0
6,23,5,0,23.30169937868169,,86.77541775658446,0.6771361798207223,0.0,3.5045106876624703,0,0.0
6,24,5,0,24.269249815628942,,81.94716304593756,0.6669337692411259,0.0,1.3753695420331598,0,0.0
6,1,6,0,20.558673861767726,,98.26778019106514,0.6586352410549192,0.0,6.070319111457684,0,0.0
6,2,6,0,20.20240907218952,,99.21215833699884,0.6852377783749637,0.0,5.420047279708244,0,0.0
6,3,6,0,20.234843077333867,,99.37344557234962,0.653932658856001,0.0,4.062908782833484,0,0.0
6,4,6,0,20.297149481852564,,99.42291863959048,0.6519312052322331,0.0,3.4322060945482606,0,0.0
6,5,6,0,20.344824411540607,,99.39807434930916,0.648530401705701,0.0,3.066607809586926,0,0.0
6,6,6,0,20.3797800746808,,99.21231344205586,0.6506294265598472,0.0,2.86924410009283,0,0.0
6,7,6,0,22.51615214549675,,87.2933547163651,0.6581307085642936,0.0,0.7577633188677518,0,24.712
6,8,6,0,24.398891066912324,,78.14182921131946,0.9187647012019844,0.0,0.6159374329587225,0,123.047
6,9,6,0,25.37651441390895,,73.68134969409945,0.6557389700190127,0.0,1.4534876205821812,0,329.819
6,10,6,0,24.3489788125306,,78.36876939963969,0.8656971716315404,0.0,3.130516521554889,0,471.405
6,11,6,0,24.327639301982146,,78.4712470449749,0.8587138109782593,0.0,3.89908233159112,0,593.637
6,12,6,0,24.32146114351656,,78.5934990881084,0.8573942662464835,0.0,3.750786373636909,0,650.986
6,13,6,0,24.34759423782533,,78.53564664809255,0.8595194602724558,0.892071462839179,4.3250308539169104,0,679.3249999999999
6,14,6,0,24.3618246287255,,78.46670328689005,0.860943660488813,0.0,4.536121818617689,0,682.605
6,15,6,0,24.374973824146945,,78.53820007564573,0.8564264507476709,1.3911948685359992,6.36703723739467,0,636.5039999999999
6,16,6,0,24.38420175511904,,78.6110982429543,0.8700487770857883,1.8904304032904364,7.607548474003004,0,558.976
6,17,6,0,24.392529071773435,,78.51769640448168,0.8952334048471873,0.0,6.731048299454892,0,445.26
6,18,6,0,25.5626693360842,,73.4228221273564,1.1659339224733352,1.7858145535927028,5.27366001545768,0,306.271
6,19,6,0,26.65358002562298,,68.79229245384452,1.279799864980184,0.0,3.253958685175001,0,130.131
6,20,6,0,24.809495976677272,,76.79301933053846,1.327074991384262,0.0,4.711331587095931,0,7.20362
6,21,6,0,24.879394612935968,,76.43259321018597,1.428196461158927,0.0,3.6698540833895534,0,0.0
6,22,6,0,24.74554380983368,,77.05512934338645,1.5480949657785834,0.0,3.236903455729569,0,0.0
6,23,6,0,24.262353477025723,,79.41552644536375,0.9828861150143994,0.892839765353504,3.323843376071568,0,0.0
6,24,6,0,20.32223802135637,,98.12637980643584,0.6669337692411259,0.0,8.082829664262512,0,0.0
6,1,7,0,20.21679919163805,,99.1635314927738,0.6586352410549192,0.0,5.974002684197233,0,0.0
6,2,7,0,20.81670883532431,,95.68565032069333,0.6852377783749637,0.0,3.3144114941237013,0,0.0
6,3,7,0,20.8893529425558,,95.5709750042005,0.653932658856001,0.0,3.0159458569138526,0,0.0
6,4,7,0,20.92389440183068,,95.55753267474186,0.6519312052322331,0.0,2.7539472024157767,0,0.0
6,5,7,0,20.951490933760304,,95.52868480983264,0.648530401705701,0.0,2.5448391535898574,0,0.0
6,6,7,0,21.087122384161816,,94.9692949848582,0.6506294265598472,0.0,2.220522360947613,0,0.0
6,7,7,0,24.35648427703584,,78.17128731060403,0.6581307085642936,0.0,0.33515528958816,0,22.7839
6,8,7,0,24.64513468876976,,76.79369560553994,0.6935363065611704,0.0,0.4863486228399196,0,99.4636
6,9,7,0,25.33964682378724,,73.76011829339949,0.6557389700190127,0.0,0.7130063384663518,0,199.359
6,10,7,0,24.34565938370868,,78.37255698664968,0.6480425455538099,0.0,2.8727334176057338,0,355.418
6,11,7,0,24.626854463946035,,77.41921395455257,0.8587138109782593,3.0060982380600647,4.782825338027725,0,519.081
6,12,7,0,25.648183873503264,,73.06111016337704,0.8573942662464835,1.563601355891533,2.911177402652355,0,576.489
6,13,7,0,25.24133406237418,,75.06715280057476,0.8595194602724558,2.991090619421504,4.473029734467612,0,606.3779999999999
6,14,7,0,24.51942104256113,,78.49261821741734,1.069044621994519,0.0,5.192410370352913,0,650.202
6,15,7,0,24.468000987019884,,78.81404155560266,0.8564264507476709,1.4309866415020225,5.949095739935566,0,601.943
6,16,7,0,24.452603538230328,,78.97482563124487,3.997178023715778,0.0978514523854347,6.669018007560982,0,468.809
6,17,7,0,24.44955223144415,,79.07041120344888,4.022362651477177,0.1444788256972901,6.912787299153937,0,395.849
6,18,7,0,24.94983698368071,,76.8260943517932,0.9462529820871052,0.9309663887573396,5.461071938257615,0,234.646
6,19,7,0,25.577720756258863,,74.33472751984863,1.499480805366414,11.582637041852369,6.55943438110988,0,77.8108
6,20,7,0,25.927240710348023,,72.79701399167786,1.327074991384262,0.0,2.3131079161044497,0,5.66598
6,21,7,0,26.70264700968172,,69.64258207703591,1.428196461158927,0.9198199803466452,1.9164852845884897,0,0.0
6,22,7,0,25.21975481970487,,76.0674277351695,1.5480949657785834,0.0,3.0308791473351926,0,0.0
6,23,7,0,24.420727656439794,,79.76059488678845,1.2886360502080765,0.0,3.85402501439792,0,0.0
6,24,7,0,22.568490877009665,,89.25828510679379,0.7720417717881449,0.0,5.052045327267916,0,0.0
6,1,1,0,20.91177199823653,,98.82954387985404,0.6586352410549192,0.0,5.85423068260458,0,0.0
6,2,1,0,20.90181503613225,,98.92973044964144,0.6852377783749637,0.0,3.877404662894533,0,0.0
6,3,1,0,20.93017443562078,,98.8187895744631,0.653932658856001,0.0,3.014551069572216,0,0.0
6,4,1,0,20.961350303447457,,98.74599653447972,0.6519312052322331,0.0,2.598165811729707,0,0.0
6,5,1,0,20.986953273535043,,98.63414435808744,0.648530401705701,0.0,2.4464132169329824,0,0.0
6,6,1,0,21.008263858638195,,98.70080373435496,0.6506294265598472,0.0,2.268780162766936,0,0.0
6,7,1,0,21.13305599659881,,98.05449082474078,0.8024149059762744,0.0,2.2378219548684064,0,13.9204
6,8,1,0,24.395281901703456,,81.11265995863845,1.1384456415882145,0.0,0.3770886595805985,0,52.3156
6,9,1,0,24.5808828710802,,79.63525646522788,0.8841062534432437,0.0,0.5844216468634088,0,131.323
