cooling demand,cooling electricity consumption,heating electricity consumption,dhw demand,dhw electricity consumption,dhw storage electricity consumption,positive dhw storage electricity consumption,negative dhw storage electricity consumption,dhw soc storage,dhw capacity,dhw stored energy (?),electrical storage electricity consumption,positive electrical storage electricity consumption,negative electrical storage electricity consumption,electrical storage soc,electrical capacity history,stored electrical energy,energy from cooling device,energy from dhw device,energy from dhw device to dhw storage,energy from dhw storage,energy from electrical storage,energy from heating device,energy to electrical storage,energy to non shiftable load,net electricity consumption,positive net electricity consumption,negative net electricity consumption,net electricity consumption without storage,net electricity consumption without storage and pv,non shiftable load,solar generation,indoor_temperature,heating_sp,cooling_sp,comfort_band
1.3185327,0.33411774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.3185327,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.39808124,0.73219895,0.73219895,0.0,0.73219895,0.73219895,0.39808124,-0.0,25.555555,25.555555,25.555555,2.0
1.7166252,0.42268634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5532,0.5532,0.0,0.050931446,9.999986989207036,0.5093137998840314,1.7166252,-0.0,0.0,-0.0,-0.0,0.0,0.5532,0.37838864,1.354275,1.354275,0.0,0.801075,0.801075,0.37838864,-0.0,25.011402,25.0,25.0,2.0
1.441528,0.35494885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5532,0.5532,0.0,0.10164428,9.999973978397144,1.0164401307792947,1.441528,-0.0,0.0,-0.0,-0.0,0.0,0.5532,0.43210265,1.3402514,1.3402514,0.0,0.78705144,0.78705144,0.43210265,-0.0,25.00038,25.0,25.0,2.0
1.2955855,0.3190133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5532,0.5532,0.0,0.15213944,9.999960967570322,1.5213884634167116,1.2955855,-0.0,0.0,-0.0,-0.0,0.0,0.5532,0.36580327,1.2380166,1.2380166,0.0,0.6848166,0.6848166,0.36580327,-0.0,25.00002,25.0,25.0,2.0
1.1865084,0.28194615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5532,0.5532,0.0,0.20241787,9.999947956726572,2.024168119467144,1.1865084,-0.0,0.0,-0.0,-0.0,0.0,0.5532,0.36345172,1.1985979,1.1985979,0.0,0.6453979,0.6453979,0.36345172,-0.0,25.000002,25.0,25.0,2.0
0.46416622,0.11429211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5532,0.5532,0.0,0.25248048,9.999934945865895,2.524788346047687,0.46416622,-0.0,0.0,-0.0,-0.0,0.0,0.5532,0.36502817,1.0325203,1.0325203,0.0,0.4793203,0.4793203,0.36502817,-0.0,25.88648,25.88889,25.88889,2.0
0.30117294,0.07631758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5532,0.5532,0.0,0.3023282,9.99992193498829,3.023258390227374,0.30117294,-0.0,0.0,-0.0,-0.0,0.0,0.5532,0.37761357,0.9978763,0.9978763,0.0,0.44467628,0.45393106,0.37761357,-0.009254793,26.666508,26.666666,26.666666,2.0
1.3819354,0.37198323,0.0,2.8545144,2.9282176,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,-0.2,0.27901122,9.999917231121849,2.79008910395349,1.3819354,-0.0,0.0,-0.0,0.2,0.0,0.0,0.43198484,3.4875033,3.4875033,0.0,3.6875033,3.7321858,0.43198484,-0.044682547,26.666664,26.666666,26.666666,2.0
1.0145781,0.30510834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,-0.2,0.25579432,9.999912527253196,2.557920790270793,1.0145781,-0.0,0.0,-0.0,0.2,0.0,0.0,0.43587768,0.4300712,0.4300712,0.0,0.6300712,0.740986,0.43587768,-0.11091479,26.666666,26.666666,26.666666,2.0
1.1744864,0.36751282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,-0.2,0.23267707,9.99990782338233,2.3267492754805255,1.1744864,-0.0,0.0,-0.0,0.2,0.0,0.0,0.39176226,0.3847729,0.3847729,0.0,0.5847729,0.7592751,0.39176226,-0.17450218,26.611204,26.61111,26.61111,2.0
2.135783,0.74641675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,-0.2,0.20965905,9.99990311950925,2.096570236881612,2.135783,-0.0,0.0,-0.0,0.2,0.0,0.0,0.38941073,0.724643,0.724643,0.0,0.924643,1.1358275,0.38941073,-0.21118456,25.560207,25.555555,25.555555,2.0
2.1628284,0.8427127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,-0.2,0.18673983,9.99989841563396,1.8673793517811057,2.1628284,-0.0,0.0,-0.0,0.2,0.0,0.0,0.38941073,0.7961461,0.7961461,0.0,0.9961461,1.2321234,0.38941073,-0.23597725,25.666445,25.666666,25.666666,2.0
1.5281392,0.6436268,0.0,0.1936699,0.19867043,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,-0.2,0.16391899,9.999893711756455,1.6391724465042175,1.5281392,-0.0,0.0,-0.0,0.2,0.0,0.0,0.39490205,0.79561,0.79561,0.0,0.99561,1.2371993,0.39490205,-0.24158926,26.72124,26.722221,26.722221,2.0
2.7140563,1.1625756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12642533,0.0,-0.12642533,0.14929642,9.999890738308869,1.4929478659446536,2.7140563,-0.0,0.0,-0.0,0.12642533,0.0,0.0,0.39490205,1.1954916,1.1954916,0.0,1.3219168,1.5574777,0.39490205,-0.23556086,25.573187,25.555555,25.555555,2.0
3.1064522,1.3796623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1486556,9.999890738308869,1.4865396915908011,3.1064522,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.43580312,1.6054367,1.6054367,0.0,1.6054367,1.8154655,0.43580312,-0.21002875,25.615547,25.555555,25.555555,2.0
1.7985147,0.79877067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14801753,9.999890738308869,1.4801590840839538,1.7985147,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.4395177,1.0604104,1.0604104,0.0,1.0604104,1.2382884,0.4395177,-0.17787807,27.09158,25.555555,25.555555,2.0
1.8647463,0.79877067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14738218,9.999890738308869,1.4738057454041444,1.8647463,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.4654555,1.1345376,1.1345376,0.0,1.1345376,1.2642262,0.4654555,-0.12968867,27.503433,25.555555,25.555555,2.0
1.9702836,0.79877067,0.0,0.9864416,1.0119114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14674957,9.999890738308869,1.4674796755513726,1.9702836,-0.0,0.0,-0.0,-0.0,0.0,0.0,4.6738677,6.4111304,6.4111304,0.0,6.4111304,6.4845495,4.6738677,-0.07341904,27.716553,25.555555,25.555555,2.0
2.1447759,0.79877067,0.0,0.38733947,0.39734054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14611968,9.999890738308869,1.4611808745256385,2.1447759,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.59821683,1.7689838,1.7689838,0.0,1.7689838,1.794328,0.59821683,-0.025344148,27.488567,25.555555,25.555555,2.0
2.2855875,0.7987707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1454925,9.999890738308869,1.4549090443069743,2.2855875,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.59575665,1.3898842,1.3898842,0.0,1.3898842,1.3945274,0.59575665,-0.0046432586,27.081795,25.555555,25.555555,2.0
2.5123885,0.79877067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144868,9.999890738308869,1.4486641848953803,2.5123885,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.60019296,1.3989637,1.3989637,0.0,1.3989637,1.3989637,0.60019296,-0.0,26.568398,25.555555,25.555555,2.0
