cooling demand,cooling electricity consumption,heating electricity consumption,dhw demand,dhw electricity consumption,dhw storage electricity consumption,positive dhw storage electricity consumption,negative dhw storage electricity consumption,dhw soc storage,dhw capacity,dhw stored energy (?),electrical storage electricity consumption,positive electrical storage electricity consumption,negative electrical storage electricity consumption,electrical storage soc,electrical capacity history,stored electrical energy,energy from cooling device,energy from dhw device,energy from dhw device to dhw storage,energy from dhw storage,energy from electrical storage,energy from heating device,energy to electrical storage,energy to non shiftable load,net electricity consumption,positive net electricity consumption,negative net electricity consumption,net electricity consumption without storage,net electricity consumption without storage and pv,non shiftable load,solar generation,indoor_temperature,heating_sp,cooling_sp,comfort_band
1.3953748,0.40040433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1063721406253717,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.3953748,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.2825986,0.68300295,0.68300295,0.0,0.68300295,0.68300295,0.2825986,-0.0,24.444445,24.444445,24.444445,2.0
1.3196206,0.36831653,0.0,0.31246832,0.5190684,0.18417653,0.18417653,0.0,0.05402961,3.1063721406253717,0.16783607,0.2766,0.2766,0.0,0.04955091,4.99999660969643,0.24775437975236383,1.3196206,-0.0,0.17184451,-0.0,-0.0,0.0,0.2766,0.28118438,1.4451693,1.4451693,0.0,0.98439276,0.98439276,0.28118438,-0.0,24.444445,24.444445,24.444445,2.0
1.2492223,0.3486678,0.0,0.0,0.18417653,0.18417653,0.18417653,0.0,0.10771401,3.1063721406253717,0.3345998,0.2766,0.2766,0.0,0.09898834,4.999993219390561,0.4949410253233522,1.2492223,-0.0,0.17184451,-0.0,-0.0,0.0,0.2766,0.27988258,1.0893269,1.0893269,0.0,0.6285503,0.6285503,0.27988258,-0.0,24.444445,24.444445,24.444445,2.0
1.1390074,0.31790596,0.0,0.0,0.18417653,0.18417653,0.18417653,0.0,0.16105542,3.1063721406253717,0.5002981,0.2766,0.2766,0.0,0.14831255,4.999989829082393,0.7415612603421835,1.1390074,-0.0,0.17184451,-0.0,-0.0,0.0,0.2766,0.30854666,1.0872291,1.0872291,0.0,0.62645257,0.62645257,0.30854666,-0.0,24.444445,24.444445,24.444445,2.0
1.0818641,0.29177445,0.0,0.0,0.18417653,0.18417653,0.18417653,0.0,0.214056,3.1063721406253717,0.6649376,0.2766,0.2766,0.0,0.1975238,4.999986438771927,0.9876163339288873,1.0818641,-0.0,0.17184451,-0.0,-0.0,0.0,0.2766,0.27712905,1.02968,1.02968,0.0,0.56890345,0.56890345,0.27712905,-0.0,24.444445,24.444445,24.444445,2.0
1.071403,0.29903704,0.0,0.0,0.18417653,0.18417653,0.18417653,0.0,0.26671797,3.1063721406253717,0.82852525,0.2766,0.2766,0.0,0.24662235,4.999983048459161,1.2331075883320508,1.071403,-0.0,0.17184451,-0.0,-0.0,0.0,0.2766,0.27724153,1.0370551,1.0370551,0.0,0.57627857,0.57627857,0.27724153,-0.0,24.444445,24.444445,24.444445,2.0
1.6183828,0.46439672,0.0,0.0,0.18417653,0.18417653,0.18417653,0.0,0.31904346,3.1063721406253717,0.9910677,0.2766,0.2766,0.0,0.29560846,4.999979658144097,1.4780362912911233,1.6183828,-0.0,0.17184451,-0.0,-0.0,0.0,0.2766,0.28010753,1.1858423,1.1858423,0.0,0.7250657,0.7445042,0.28010753,-0.019438513,24.444445,24.444445,24.444445,2.0
2.3920963,0.7276904,0.0,0.0,0.0,0.0,0.0,0.0,0.317005,3.1063721406253717,0.98473555,-0.1,0.0,-0.1,0.2724324,4.999978432432827,1.362156058671959,2.3920963,-0.0,0.0,-0.0,0.1,0.0,0.0,0.28286102,0.85596156,0.85596156,0.0,0.9559616,1.0105515,0.28286102,-0.054589897,24.444445,24.444445,24.444445,2.0
3.5249667,1.1939635,0.0,0.0,0.0,0.0,0.0,0.0,0.31497958,3.1063721406253717,0.9784438,-0.1,0.0,-0.1,0.24930939,4.9999772067212565,1.246541271338112,3.5249667,-0.0,0.0,-0.0,0.1,0.0,0.0,0.28367546,1.2391173,1.2391173,0.0,1.3391173,1.477639,0.28367546,-0.13852163,24.444445,24.444445,24.444445,2.0
3.8419683,1.3525639,0.0,0.0,0.0,0.0,0.0,0.0,0.31296712,3.1063721406253717,0.97219235,-0.1,0.0,-0.1,0.22623935,4.999975981009385,1.1311913330508445,3.8419683,-0.0,0.0,-0.0,0.1,0.0,0.0,0.28326306,1.2593569,1.2593569,0.0,1.3593569,1.635827,0.28326306,-0.2764701,24.444445,24.444445,24.444445,2.0
3.570198,1.3996964,0.0,0.0,0.0,0.0,0.0,0.0,0.3109675,3.1063721406253717,0.96598077,-0.1,0.0,-0.1,0.20322216,4.999974755297213,1.0161056475720023,3.570198,-0.0,0.0,-0.0,0.1,0.0,0.0,0.28199878,1.1962922,1.1962922,0.0,1.2962922,1.6816951,0.28199878,-0.38540295,24.444445,24.444445,24.444445,2.0
