cooling demand,cooling electricity consumption,heating electricity consumption,dhw demand,dhw electricity consumption,dhw storage electricity consumption,positive dhw storage electricity consumption,negative dhw storage electricity consumption,electrical storage electricity consumption,positive electrical storage electricity consumption,negative electrical storage electricity consumption,energy from cooling device,energy from dhw device,energy from dhw device to dhw storage,energy from dhw storage,energy from electrical storage,energy from heating device,energy to electrical storage,energy to non shiftable load,net electricity consumption,positive net electricity consumption,negative net electricity consumption,net electricity consumption without storage,net electricity consumption without storage and pv,net electricity consumption without storage and partial load,net electricity consumption without storage and partial load and pv,non shiftable load,solar generation
0.0,0.0,7.3824954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.271707,0.0,3.642134,11.02462887763977,11.02462887763977,0.0,11.024629,11.024629,11.024629,11.024629,3.642134,0.0
0.0,0.0,7.6420183,0.7220041,0.77321833,0.0,0.0,0.0,6.632868,6.632868,0.0,0.0,0.0,0.0,0.0,0.0,15.84521,6.632868,4.348523,19.39662766456604,19.39662766456604,0.0,12.76376,12.76376,12.76376,12.76376,4.348523,0.0
0.0,0.0,9.782239,0.75895905,0.8024183,0.0,0.0,0.0,6.632868,6.632868,0.0,0.0,0.0,0.0,0.0,0.0,19.899042,6.632868,3.499043,20.716567993164062,20.716567993164062,0.0,14.0837,14.0837,14.0837,14.0837,3.499043,0.0
0.0,0.0,9.983304,0.0,0.0,0.0,0.0,0.0,6.632868,6.632868,0.0,0.0,0.0,0.0,0.0,0.0,20.332722,6.632868,3.4851146,20.10128664970398,20.10128664970398,0.0,13.468419,13.468419,13.468419,13.468419,3.4851146,0.0
0.0,0.0,11.972863,0.0,0.0,0.0,0.0,0.0,6.632868,6.632868,0.0,0.0,0.0,0.0,0.0,0.0,24.15672,6.632868,3.8321104,22.437842965126038,22.437842965126038,0.0,15.8049755,15.8049755,15.8049755,15.8049755,3.8321104,0.0
0.0,0.0,12.128296,0.13852257,0.14335449,0.0,0.0,0.0,6.632868,6.632868,0.0,0.0,0.0,0.0,0.0,0.0,24.172726,6.632868,4.045542,22.950058341026306,22.950058341026306,0.0,16.31719,16.31719,16.31719,16.31719,4.045542,0.0
0.0,0.0,10.505158,2.9991143,3.283677,0.0,0.0,0.0,6.632868,6.632868,0.0,0.0,0.0,0.0,0.0,0.0,20.89822,6.632868,4.4655757,24.88727903366089,24.88727903366089,0.0,18.254412,18.254412,18.254412,18.254412,4.4655757,0.0
0.80549806,0.040274903,10.550513,9.244944,9.874589,0.0,0.0,0.0,-2.3980002,0.0,-2.3980002,0.80549806,0.0,0.0,0.0,2.3980002,20.516027,0.0,7.468828,25.53620445728302,25.53620445728302,0.0,27.934204,27.934204,27.934204,27.934204,7.468828,0.0
1.6315873,0.08725399,7.641394,6.8181553,7.331512,0.0,0.0,0.0,-2.3980002,0.0,-2.3980002,1.6315873,0.0,0.0,0.0,2.3980002,16.707645,0.0,7.761216,19.90851578116417,19.90851578116417,0.0,22.306515,22.821377,22.306515,22.821377,7.761216,-0.5148605
0.5580213,0.043186374,7.0579205,2.0392845,2.146502,0.0,0.0,0.0,-2.3980002,0.0,-2.3980002,0.5580213,0.0,0.0,0.0,2.3980002,15.492053,0.0,14.657971,20.279872626066208,20.279872626066208,0.0,22.677872,23.905579,22.677872,23.905579,14.657971,-1.2277073
1.4997054,0.14864875,3.3534648,5.639864,6.056409,0.0,0.0,0.0,-2.3980002,0.0,-2.3980002,1.4997054,0.0,0.0,0.0,2.3980002,7.9834986,0.0,5.7125187,10.962716519832611,10.962716519832611,0.0,13.360716,15.271042,13.360716,15.271042,5.7125187,-1.9103248
3.404688,0.381672,1.8092161,2.8960319,3.1010182,0.0,0.0,0.0,-2.3980002,0.0,-2.3980002,3.404688,0.0,0.0,0.0,2.3980002,4.5317345,0.0,6.3416038,6.811226487159729,6.811226487159729,0.0,9.209227,11.633511,9.209227,11.633511,6.3416038,-2.4242835
6.0642066,0.8279141,1.4832718,3.0143332,3.2839031,0.0,0.0,0.0,-2.3980002,0.0,-2.3980002,6.0642066,0.0,0.0,0.0,2.3980002,3.8568466,0.0,6.0267897,6.489654406905174,6.489654406905174,0.0,8.887654,11.621878,8.887654,11.621878,6.0267897,-2.7342243
8.237925,1.2528038,1.2749536,1.7433791,1.8793709,0.0,0.0,0.0,-2.3980002,0.0,-2.3980002,8.237925,0.0,0.0,0.0,2.3980002,3.5041368,0.0,12.294799,11.583981707692146,11.583981707692146,0.0,13.981981,16.701927,13.981981,16.701927,12.294799,-2.7199445
7.2880144,1.0455643,1.9125183,5.077981,5.3066335,0.0,0.0,0.0,-2.3980002,0.0,-2.3980002,7.2880144,0.0,0.0,0.0,2.3980002,5.5457387,0.0,7.670633,10.987899512052536,10.987899512052536,0.0,13.385899,15.9353485,13.385899,15.9353485,7.670633,-2.54945
14.128691,2.1882012,0.0,1.935114,2.0914059,0.0,0.0,0.0,-2.3942664,0.0,-2.3942664,14.128691,0.0,0.0,0.0,2.3942664,0.0,0.0,5.6222234,5.381362751126289,5.381362751126289,0.0,7.775629,9.901831,8.433721,10.559923,5.6222234,-2.1262016
15.7271595,2.1882014,0.0,3.14617,3.3628116,0.0,0.0,0.0,-4.3246727,0.0,-4.3246727,15.7271595,0.0,0.0,0.0,4.3246727,0.0,0.0,13.1674795,13.150732204318047,13.150732204318047,0.0,17.475405,18.71849,17.806671,19.049759,13.1674795,-1.2430872
21.786673,2.1882012,0.0,6.9374447,7.445806,0.0,0.0,0.0,-3.1913023,0.0,-3.1913023,21.786673,0.0,0.0,0.0,3.1913023,0.0,0.0,13.437453,19.618815541267395,19.618815541267395,0.0,22.810118,23.07146,21.950865,22.212206,13.437453,-0.26134136
20.333988,2.1882014,0.0,2.6762955,2.8530684,0.0,0.0,0.0,-0.27072167,0.0,-0.27072167,20.333988,0.0,0.0,0.0,0.27072167,0.0,0.0,15.806589,20.577136874198914,20.577136874198914,0.0,20.847858,20.847858,19.726374,19.726374,15.806589,0.0
32.45713,2.1882012,0.0,2.6484935,2.829567,0.0,0.0,0.0,0.0,0.0,0.0,32.45713,0.0,0.0,0.0,0.0,0.0,0.0,12.423181,17.440949380397797,17.440949380397797,0.0,17.44095,17.44095,16.76094,16.76094,12.423181,0.0
32.45713,2.1882012,0.0,7.58597,7.977779,0.0,0.0,0.0,0.0,0.0,0.0,32.45713,0.0,0.0,0.0,0.0,0.0,0.0,11.565947,21.7319273352623,21.7319273352623,0.0,21.731926,21.731926,21.924498,21.924498,11.565947,0.0
0.0,0.0,24.38829,14.732308,16.041626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.020958,0.0,10.767487,51.19740092754364,51.19740092754364,0.0,51.197403,51.197403,28.510712,28.510712,10.767487,0.0
0.0,0.0,24.38829,5.5115395,5.9399033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.020958,0.0,5.1896067,35.51779913902283,35.51779913902283,0.0,35.5178,35.5178,14.428084,14.428084,5.1896067,0.0
0.0,0.0,24.388288,1.8838481,2.0252528,0.0,0.0,0.0,4.0766,4.0766,0.0,0.0,0.0,0.0,0.0,0.0,51.145172,4.0766,4.0722265,34.562368631362915,34.562368631362915,0.0,30.485767,30.485767,11.687866,11.687866,4.0722265,0.0
0.0,0.0,24.388288,1.2887098,1.3640795,0.0,0.0,0.0,4.0766,4.0766,0.0,0.0,0.0,0.0,0.0,0.0,51.145172,4.0766,3.7965908,33.625558614730835,33.625558614730835,0.0,29.54896,29.54896,11.211171,11.211171,3.7965908,0.0
0.0,0.0,12.194145,0.75902563,0.8024887,0.0,0.0,0.0,6.632868,6.632868,0.0,0.0,0.0,0.0,0.0,0.0,25.218798,6.632868,3.7090166,23.338517546653748,23.338517546653748,0.0,16.705648,16.705648,11.020859,11.020859,3.7090166,0.0
0.0,0.0,12.194144,4.609337,5.018126,0.0,0.0,0.0,6.632868,6.632868,0.0,0.0,0.0,0.0,0.0,0.0,24.085917,6.632868,3.5329223,27.378060579299927,27.378060579299927,0.0,20.745192,20.745192,16.684534,16.684534,3.5329223,0.0
0.0,0.0,12.194145,0.39173678,0.4201747,0.0,0.0,0.0,6.632868,6.632868,0.0,0.0,0.0,0.0,0.0,0.0,24.408398,6.632868,3.4851146,22.732301712036133,22.732301712036133,0.0,16.099434,16.099434,13.482425,13.482425,3.4851146,0.0
0.0,0.0,12.194144,2.4752781,2.6170166,0.0,0.0,0.0,6.632868,6.632868,0.0,0.0,0.0,0.0,0.0,0.0,23.710022,6.632868,3.598201,25.042230010032654,25.042230010032654,0.0,18.409363,18.409363,16.19622,16.19622,3.598201,0.0
0.0,0.0,12.194145,2.125917,2.269055,0.0,0.0,0.0,6.632868,6.632868,0.0,0.0,0.0,0.0,0.0,0.0,24.408398,6.632868,5.0565166,26.152584314346313,26.152584314346313,0.0,19.519716,19.519716,17.32778,17.32778,5.0565166,0.0
0.0,0.0,12.194144,1.6355354,1.7062942,0.0,0.0,0.0,6.632868,6.632868,0.0,0.0,0.0,0.0,0.0,0.0,23.710022,6.632868,8.381483,28.914790630340576,28.914790630340576,0.0,22.281921,22.281921,22.618935,22.618935,8.381483,0.0
43.764023,2.1882012,0.0,3.4395618,3.6131094,0.0,0.0,0.0,-2.3980002,0.0,-2.3980002,43.764023,0.0,0.0,0.0,2.3980002,0.0,0.0,9.389135,12.792446851730347,12.792446851730347,0.0,15.190447,15.190447,23.793974,23.793974,9.389135,0.0
28.79776,2.1882012,0.0,1.8912559,2.0070076,0.0,0.0,0.0,-2.3980002,0.0,-2.3980002,28.79776,0.0,0.0,0.0,2.3980002,0.0,0.0,8.301734,9.487123101949692,9.487123101949692,0.0,11.885122,12.496944,19.104435,19.716255,8.301734,-0.6118205
28.79776,2.1882012,0.0,0.9420326,1.0053678,0.0,0.0,0.0,-2.3980002,0.0,-2.3980002,28.79776,0.0,0.0,0.0,2.3980002,0.0,0.0,7.327021,6.826372399926186,6.826372399926186,0.0,9.224372,10.520591,14.710072,16.006289,7.327021,-1.2962179
21.786673,2.1882012,0.0,5.7647896,6.043956,0.0,0.0,0.0,-2.3980002,0.0,-2.3980002,21.786673,0.0,0.0,0.0,2.3980002,0.0,0.0,7.0405765,10.835497617721558,10.835497617721558,0.0,13.233499,15.272735,15.107712,17.14695,7.0405765,-2.0392363
18.828594,2.1882014,0.0,1.7104483,1.8400469,0.0,0.0,0.0,-2.3980002,0.0,-2.3980002,18.828594,0.0,0.0,0.0,2.3980002,0.0,0.0,7.7614098,7.02034068107605,7.02034068107605,0.0,9.418342,11.789659,9.844211,12.2155285,7.7614098,-2.3713176
17.735123,2.1882014,0.0,0.8351805,0.895648,0.0,0.0,0.0,-2.3980002,0.0,-2.3980002,17.735123,0.0,0.0,0.0,2.3980002,0.0,0.0,11.368548,9.408137857913971,9.408137857913971,0.0,11.806138,14.452398,12.021004,14.667263,11.368548,-2.6462607
14.128691,2.1882012,0.0,2.6584158,2.8643022,0.0,0.0,0.0,-2.3980002,0.0,-2.3980002,14.128691,0.0,0.0,0.0,2.3980002,0.0,0.0,10.757687,10.609941095113754,10.609941095113754,0.0,13.007941,15.810191,13.984677,16.786928,10.757687,-2.8022497
13.386864,2.1882012,0.0,5.407306,5.771049,0.0,0.0,0.0,-2.3980002,0.0,-2.3980002,13.386864,0.0,0.0,0.0,2.3980002,0.0,0.0,5.56495,8.515342473983765,8.515342473983765,0.0,10.913342,13.5242,12.435674,15.046532,5.56495,-2.610858
12.719207,2.1882012,0.0,0.5536041,0.59930164,0.0,0.0,0.0,-2.3980002,0.0,-2.3980002,12.719207,0.0,0.0,0.0,2.3980002,0.0,0.0,7.1395183,5.587890654802322,5.587890654802322,0.0,7.985891,9.927022,9.285349,11.22648,7.1395183,-1.941131
13.386864,2.1882012,0.0,2.938719,3.1227098,0.0,0.0,0.0,-5.2756,0.0,-5.2756,13.386864,0.0,0.0,0.0,5.2756,0.0,0.0,11.543884,10.298324853181839,10.298324853181839,0.0,15.573925,16.854795,16.767853,18.048721,11.543884,-1.28087
18.828594,2.1882014,0.0,2.9746337,3.1584818,0.0,0.0,0.0,-5.2756,0.0,-5.2756,18.828594,0.0,0.0,0.0,5.2756,0.0,0.0,15.463439,15.247630581259727,15.247630581259727,0.0,20.52323,20.810123,20.920975,21.207867,15.463439,-0.2868921
26.304104,2.1882012,0.0,6.265826,6.720236,0.0,0.0,0.0,-5.1810536,0.0,-5.1810536,26.304104,0.0,0.0,0.0,5.1810536,0.0,0.0,12.364977,16.092361360788345,16.092361360788345,0.0,21.273415,21.273415,21.06306,21.06306,12.364977,0.0
23.831715,2.1882014,0.0,3.4885488,3.7373178,0.0,0.0,0.0,-1.0878567,0.0,-1.0878567,23.831715,0.0,0.0,0.0,1.0878567,0.0,0.0,11.313542,16.151204884052277,16.151204884052277,0.0,17.239061,17.239061,17.248878,17.248878,11.313542,0.0
26.304104,2.1882012,0.0,7.794664,8.206741,0.0,0.0,0.0,-0.0034542289,0.0,-0.0034542289,26.304104,0.0,0.0,0.0,0.0034542289,0.0,0.0,10.892825,21.284313023090363,21.284313023090363,0.0,21.28777,21.28777,21.616358,21.616358,10.892825,0.0
0.0,0.0,24.38829,7.4916825,8.0890045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.77405,0.0,8.447761,40.92505598068237,40.92505598068237,0.0,40.925053,40.925053,18.801336,18.801336,8.447761,0.0
0.0,0.0,24.38829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.77405,0.0,6.2517347,30.64002501964569,30.64002501964569,0.0,30.640024,30.640024,9.295715,9.295715,6.2517347,0.0
0.0,0.0,24.388288,1.9630568,2.072416,0.0,0.0,0.0,4.0766,4.0766,0.0,0.0,0.0,0.0,0.0,0.0,53.707096,4.0766,4.115537,34.6528422832489,34.6528422832489,0.0,30.576242,30.576242,9.844733,9.844733,4.115537,0.0
0.0,0.0,24.38829,0.59457,0.62523144,0.0,0.0,0.0,4.0766,4.0766,0.0,0.0,0.0,0.0,0.0,0.0,52.77405,4.0766,3.642134,32.73225474357605,32.73225474357605,0.0,28.655653,28.655653,8.401976,8.401976,3.642134,0.0
0.0,0.0,12.194144,0.0,0.0,0.0,0.0,0.0,6.632868,6.632868,0.0,0.0,0.0,0.0,0.0,0.0,25.572586,6.632868,3.5786288,22.405641198158264,22.405641198158264,0.0,15.772773,15.772773,10.564711,10.564711,3.5786288,0.0
0.0,0.0,12.194144,0.0,0.0,0.0,0.0,0.0,6.632868,6.632868,0.0,0.0,0.0,0.0,0.0,0.0,24.806973,6.632868,3.499043,22.32605481147766,22.32605481147766,0.0,15.693187,15.693187,11.300514,11.300514,3.499043,0.0
0.0,0.0,12.194145,0.7761239,0.8497643,0.0,0.0,0.0,6.632868,6.632868,0.0,0.0,0.0,0.0,0.0,0.0,26.837732,6.632868,3.4851146,23.161891222000122,23.161891222000122,0.0,16.529024,16.529024,9.899158,9.899158,3.4851146,0.0
0.0,0.0,12.194145,0.0,0.0,0.0,0.0,0.0,6.632868,6.632868,0.0,0.0,0.0,0.0,0.0,0.0,29.231174,6.632868,3.5973392,22.424352169036865,22.424352169036865,0.0,15.791485,15.791485,7.299696,7.299696,3.5973392,0.0
0.0,0.0,12.194144,0.0,0.0,0.0,0.0,0.0,6.632868,6.632868,0.0,0.0,0.0,0.0,0.0,0.0,25.572586,6.632868,3.720163,22.547175765037537,22.547175765037537,0.0,15.914309,15.914309,11.363876,11.363876,3.720163,0.0
0.0,0.0,12.194144,1.56049,1.6070697,0.0,0.0,0.0,6.632868,6.632868,0.0,0.0,0.0,0.0,0.0,0.0,28.715261,6.632868,4.4389815,24.873063802719116,24.873063802719116,0.0,18.240196,18.240196,8.652705,8.652705,4.4389815,0.0
39.390915,2.1882012,0.0,0.0,0.0,0.0,0.0,0.0,-2.3980002,0.0,-2.3980002,39.390915,0.0,0.0,0.0,2.3980002,0.0,0.0,5.400152,5.190353900194168,5.190353900194168,0.0,7.588354,7.588354,11.576872,11.576872,5.400152,0.0
13.386864,2.1882012,0.0,9.684112,10.512777,0.0,0.0,0.0,-2.3980002,0.0,-2.3980002,13.386864,0.0,0.0,0.0,2.3980002,0.0,0.0,8.562489,18.16185349225998,18.16185349225998,0.0,20.559855,21.263466,21.620533,22.324146,8.562489,-0.70361316
12.211765,2.1882014,0.0,9.283032,9.944778,0.0,0.0,0.0,-2.3980002,0.0,-2.3980002,12.211765,0.0,0.0,0.0,2.3980002,0.0,0.0,7.0336995,15.16487631201744,15.16487631201744,0.0,17.562876,19.166681,18.26638,19.870186,7.0336995,-1.6038041
11.226637,2.1882012,0.0,0.35369906,0.3627018,0.0,0.0,0.0,-2.3980002,0.0,-2.3980002,11.226637,0.0,0.0,0.0,2.3980002,0.0,0.0,6.187343,3.9932958632707596,3.9932958632707596,0.0,6.391296,8.738247,7.124128,9.471079,6.187343,-2.3469508
10.388798,2.1882012,0.0,14.518775,14.925214,0.0,0.0,0.0,-2.3980002,0.0,-2.3980002,10.388798,0.0,0.0,0.0,2.3980002,0.0,0.0,6.175314,18.05617891252041,18.05617891252041,0.0,20.454178,23.28873,21.466164,24.300714,6.175314,-2.8345501
12.719207,2.1882012,0.0,7.165558,7.6554527,0.0,0.0,0.0,-2.3980002,0.0,-2.3980002,12.719207,0.0,0.0,0.0,2.3980002,0.0,0.0,7.2299323,11.551635950803757,11.551635950803757,0.0,13.949636,17.073587,14.381542,17.505493,7.2299323,-3.1239505
