Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Heating Load (kWh),Solar Generation (W/kW),Occupancy,Set Point
6,1,5,0,24.45069549686171,,81.07850505104896,0.3987524100459684,0.0,1.6681609919768512,0.0,0.0,2.0,24.444444444444443
6,2,5,0,24.45113784875541,,81.18494411144258,0.4082893993015765,0.0,1.5079417935823476,0.0,0.0,2.0,24.444444444444443
6,3,5,0,24.451142312261005,,81.3189742321175,0.3726171523325138,0.0,1.4151981604806738,0.0,0.0,2.0,24.444444444444443
6,4,5,0,24.451044858313665,,81.44792233588518,0.3668437367957387,0.0,1.3224504661458722,0.0,0.0,2.0,24.444444444444443
6,5,5,0,24.45113413234117,,81.54399729181296,0.3651212780849779,0.0,1.228415246589148,0.0,0.0,2.0,24.444444444444443
6,6,5,0,24.45119249083789,,81.62253837378721,0.3671387965896824,0.0,1.144738145171621,0.0,0.0,2.0,24.444444444444443
6,7,5,0,24.45092094976836,,81.75901879192766,0.3792081747346786,0.0,1.22894641734401,0.0,36.2606,2.0,24.444444444444443
6,8,5,0,24.45105506015089,,81.80056139559058,0.4587543851599766,0.0,1.3282566744133335,0.0,59.6028,2.0,24.444444444444443
6,9,5,0,24.44977345808017,,81.85393067994397,0.4605776512581981,0.0,1.5444588694212953,0.0,191.336,2.0,24.444444444444443
6,10,5,0,24.450499689244097,,81.90857596529784,0.5201469317060836,0.0,1.9808848366561795,0.0,334.93600000000004,2.0,24.444444444444443
6,11,5,0,24.45010462510546,,81.98565569964452,0.5156317515695622,0.0,2.407332638696024,0.0,484.69,2.0,24.444444444444443
6,12,5,0,24.448763900873107,,82.08100981893445,0.4527516367585667,0.0,2.474279545368247,0.0,654.462,1.0,24.444444444444443
6,13,5,0,24.449474153797148,,82.14634728944678,0.4576885282341439,0.905561963372486,2.680146006310597,0.0,702.915,1.0,24.444444444444443
6,14,5,0,24.449412879963973,,82.20616888849888,0.4581491677166081,0.226646353775605,2.897893359228688,0.0,689.915,1.0,24.444444444444443
6,15,5,0,24.44858760493952,,82.18920136872768,0.4555847386997956,0.0,3.3575956053540668,0.0,649.424,2.0,24.444444444444443
6,16,5,0,24.558960743781487,,81.54020774119684,0.3908053138903629,0.0,3.4503542137058574,0.0,576.3249999999999,1.0,24.55555555555556
6,17,5,0,27.579129065120824,,68.23461197671116,0.4866913239380232,0.0,0.5003182373221062,0.0,449.733,2.0,27.55555555555556
6,18,5,0,28.40320547685494,,64.84981099126819,0.5241588816636673,0.0,0.6937935443100318,0.0,306.236,2.0,28.33333333333333
6,19,5,0,24.85697043595821,,79.98249188072406,0.5773112069127639,0.227001077332379,3.924620291430093,0.0,128.73299999999998,2.0,24.55555555555556
6,20,5,0,22.76593922712819,,90.45041940494734,0.6614554007610143,0.0,6.596047524803129,0.0,5.17938,2.0,22.77777777777778
6,21,5,0,23.601068676165298,,85.9406067405643,0.6828693504000912,0.0,3.5284395708408822,0.0,0.0,2.0,23.72222222222222
6,22,5,0,23.79488059777585,,84.97593736061964,0.7114041126244164,0.4539676900908705,2.8636499381679346,0.0,0.0,2.0,23.88888888888889
6,23,5,0,23.82384050718461,,84.88192674467777,0.5247899891863618,0.0,2.445731490030951,0.0,0.0,2.0,23.88888888888889
6,24,5,0,24.16428245689584,,83.27333232093368,0.4199503275369613,0.0,1.794285787371411,0.0,0.0,2.0,24.22222222222221
6,1,6,0,24.40248163193035,,82.28461443526342,0.3987524100459684,0.0,1.524764429003575,0.0,0.0,2.0,24.444444444444443
6,2,6,0,24.41524568336383,,82.3034262256011,0.4082893993015765,0.0,1.4617489677988178,0.0,0.0,2.0,24.444444444444443
6,3,6,0,24.42201124924008,,82.37557452475701,0.3726171523325138,0.0,1.4092385794588262,0.0,0.0,2.0,24.444444444444443
6,4,6,0,24.42423745480228,,82.67857016325866,0.3668437367957387,0.0,1.3247973235051904,0.0,0.0,2.0,24.444444444444443
6,5,6,0,24.426036903108148,,82.8516535546815,0.3651212780849779,0.0,1.2349374454311424,0.0,0.0,2.0,24.444444444444443
6,6,6,0,24.426910133420588,,82.86327023380646,0.3671387965896824,0.0,1.169355782182825,0.0,0.0,2.0,24.444444444444443
6,7,6,0,24.430187720707988,,83.0362269055949,0.3792081747346786,0.0,1.2339644081404295,0.0,24.712,2.0,24.444444444444443
6,8,6,0,24.43096673735268,,83.1001792039332,0.4587543851599766,0.0,1.4207344456470867,0.0,123.047,2.0,24.444444444444443
6,9,6,0,24.432245614011727,,83.09055857177758,0.4605776512581981,0.0,1.7125648719040738,0.0,329.819,2.0,24.444444444444443
6,10,6,0,24.43385906325961,,83.0875522474446,0.4545798328684627,0.0,2.2163473945150525,0.0,471.405,1.0,24.444444444444443
6,11,6,0,24.4342647139714,,83.06516160122631,0.4516700322734,0.0,2.4980306949918982,0.0,593.637,1.0,24.444444444444443
6,12,6,0,24.157971828575302,,84.5173356541011,0.4527516367585667,0.0,2.7940890872425856,0.0,650.986,1.0,24.166666666666668
6,13,6,0,23.315145442492312,,88.93437569360334,0.4576885282341439,0.6760796127195768,4.092045731226758,0.0,679.3249999999999,1.0,23.33333333333333
6,14,6,0,23.294837059816142,,88.9621716176305,0.5245021287321164,0.0,4.025031401285436,0.0,682.605,2.0,23.33333333333333
6,15,6,0,23.2877183937758,,88.98222427144985,0.5190597424556241,0.2252516359180013,4.2967572585727,0.0,636.5039999999999,2.0,23.33333333333333
6,16,6,0,23.294624276658325,,89.00870395349187,1.7414393170575784,0.0,4.678179754931665,0.0,558.976,2.0,23.33333333333333
6,17,6,0,23.299095751698296,,89.05496889792556,1.7750434514119713,0.4509021207281468,4.635477551424956,0.0,445.26,2.0,23.33333333333333
6,18,6,0,23.969163128456582,,85.26791907062821,0.6190433894031715,0.0,3.542136213292516,0.0,306.271,2.0,24.0
6,19,6,0,24.42723832487044,,82.81493697244629,0.6821097975360054,0.2243912993012426,2.7226319596186754,0.0,130.131,2.0,24.444444444444443
6,20,6,0,24.446552602385644,,82.67545898659951,0.6614554007610143,0.2253970302688528,2.520457003726819,0.0,7.20362,2.0,24.444444444444443
6,21,6,0,24.45099938433378,,82.60095305047436,0.6828693504000912,0.0,2.511787742636478,0.0,0.0,2.0,24.444444444444443
6,22,6,0,24.45008410417363,,82.63516681539126,0.8503865846902492,0.0,2.407747284153924,0.0,0.0,2.0,24.444444444444443
6,23,6,0,24.449687388952874,,82.73220735530838,0.5438409452920403,0.0,2.1662880811477443,0.0,0.0,2.0,24.444444444444443
6,24,6,0,24.447473129627475,,82.81330894556723,0.4199503275369613,0.0,1.90945286583274,0.0,0.0,2.0,24.444444444444443
6,1,7,0,24.447670705851746,,82.95896078131786,0.3987524100459684,0.0,1.8323279708170048,0.0,0.0,2.0,24.444444444444443
6,2,7,0,24.447315830904337,,83.06842017451207,0.4082893993015765,0.0,1.605918276769371,0.0,0.0,2.0,24.444444444444443
6,3,7,0,24.44699749606104,,83.29513068905834,0.3726171523325138,0.0,1.4717188527776148,0.0,0.0,2.0,24.444444444444443
6,4,7,0,24.33554944192449,,84.00320112887239,0.3668437367957387,0.0,1.4665708521999696,0.0,0.0,2.0,24.33333333333333
6,5,7,0,23.88451395869301,,86.49057981376852,0.3651212780849779,0.0,1.7878845520866598,0.0,0.0,2.0,23.88888888888889
6,6,7,0,23.869972079215948,,86.6428559560381,0.3671387965896824,0.0,1.560616868561303,0.0,0.0,2.0,23.88888888888889
6,7,7,0,23.86345925050028,,86.7687471496325,0.3792081747346786,0.0,1.4644673412202391,0.0,22.7839,2.0,23.88888888888889
6,8,7,0,23.86667735044072,,86.83074322615994,0.3901120295058888,0.0,1.5416749632587243,0.0,99.4636,2.0,23.88888888888889
6,9,7,0,23.868392566470508,,86.90911787539497,0.5301409697974548,0.0,1.7582487797405852,0.0,199.359,2.0,23.88888888888889
6,10,7,0,23.871518409651586,,86.99935328876327,0.5201469317060836,0.0,2.1534218249084867,0.0,355.418,2.0,23.88888888888889
6,11,7,0,23.87338022480641,,87.09471202825219,0.5156317515695622,0.0,2.562799055459564,0.0,519.081,2.0,23.88888888888889
6,12,7,0,23.8750392880224,,87.1691704569342,0.5176904511256064,0.2245074267186547,2.763692384540922,0.0,576.489,2.0,23.88888888888889
6,13,7,0,23.875906118572374,,87.24030871328377,0.4576885282341439,0.4492148648574302,2.877120332642089,0.0,606.3779999999999,1.0,23.88888888888889
6,14,7,0,23.87784278678603,,87.27446318690541,0.4581491677166081,0.0,3.141888893293688,0.0,650.202,1.0,23.88888888888889
6,15,7,0,23.879353078821296,,87.26692987532962,0.4555847386997956,1.1200069677083604,3.5397681681163813,0.0,601.943,1.0,23.88888888888889
