electrical_storage,cooling_or_heating_device
-0.20609638,-0.14935791
-0.2151147,-0.19337562
-0.22084756,-0.23385833
-0.21917073,-0.31729868
-0.21690942,-0.38110352
-0.20276459,-0.40772292
-0.1973954,-0.40568873
-0.2044024,-0.43208596
-0.21803328,-0.4024267
-0.20550816,-0.3200788
-0.21426404,-0.33893922
-0.2230981,-0.23564944
-0.22985959,-0.31692055
-0.22341034,-0.30456707
-0.21996947,-0.33351934
-0.2182652,-0.36866054
-0.20787291,-0.35323864
-0.19525436,-0.34144327
-0.19766344,-0.33120203
-0.20328112,-0.33499858
-0.19623017,-0.32001385
-0.20096317,-0.3283469
-0.19672437,-0.3052849
-0.18927631,-0.35910338
-0.2250157,-0.28979287
-0.22882563,-0.31347603
-0.23552863,-0.30394304
-0.23846975,-0.35583824
-0.23203823,-0.37176135
-0.2115744,-0.35252166
-0.18840773,-0.34743413
-0.20207655,-0.3396372
-0.21955357,-0.3253145
-0.20801193,-0.2907317
-0.2049033,-0.31419152
-0.19009091,-0.2971661
-0.19481605,-0.22727428
-0.19530629,-0.30696633
-0.19839185,-0.32385695
-0.21122383,-0.34387413
-0.22958869,-0.4031948
-0.21798103,-0.34082967
-0.2278198,-0.29983404
-0.21168928,-0.32629865
-0.24033204,-0.40291643
-0.24312812,-0.4173216
-0.24207379,-0.39769533
-0.24381356,-0.37195292
-0.2297907,-0.38749185
-0.2238069,-0.32772046
-0.23651606,-0.44375777
-0.24178597,-0.4651648
-0.23345776,-0.45696056
-0.21343276,-0.4108812
-0.2235532,-0.4543937
-0.2133328,-0.39791414
-0.22744398,-0.4292752
-0.23538738,-0.43784595
-0.22690216,-0.38813233
-0.21968253,-0.41233736
-0.21179286,-0.39555338
-0.2184196,-0.39769867
-0.21995077,-0.37252355
-0.21674423,-0.37660447
-0.21773359,-0.39728877
-0.21391094,-0.41665924
-0.21135293,-0.40800965
-0.2089814,-0.30059165
-0.21025975,-0.26470912
-0.21080343,-0.3466427
-0.20077561,-0.21562622
-0.20259039,-0.25100124
-0.22375904,-0.2610214
-0.22549805,-0.28432816
-0.23064782,-0.33860528
-0.22112435,-0.22091568
-0.20789726,-0.20074077
-0.18083371,-0.24964797
-0.16866948,-0.24727958
-0.19603594,-0.3872261
-0.19706194,-0.32722896
-0.18991262,-0.3173251
-0.20464204,-0.37976164
-0.19421493,-0.3580795
-0.19945195,-0.36795294
-0.20898014,-0.4084445
-0.215757,-0.39482275
-0.21467541,-0.41926435
-0.22620611,-0.40259334
-0.20493647,-0.2683394
-0.21799977,-0.30954453
-0.21870777,-0.29116598
-0.22428416,-0.3402851
-0.23302141,-0.34853098
-0.23582587,-0.35992023
-0.23533349,-0.34137875
-0.18842116,-0.35235128
-0.20528264,-0.34876236
-0.20754777,-0.24580857
-0.19089456,-0.24769998
-0.18779509,-0.28086945
-0.18523009,-0.31171837
-0.20498511,-0.31973928
-0.18983816,-0.28225404
-0.21132049,-0.3109491
-0.19938132,-0.23844087
-0.20026892,-0.3001977
-0.1992257,-0.33788076
-0.20768847,-0.3366798
-0.22543968,-0.31889763
-0.2080479,-0.3363814
-0.2032533,-0.2791384
-0.20003858,-0.34142193
-0.16411011,-0.20944215
-0.2031911,-0.3917488
-0.2121875,-0.3922493
-0.22513911,-0.38598332
-0.2312346,-0.3569174
-0.23191603,-0.3800414
-0.23343858,-0.3708445
-0.22955655,-0.34909272
-0.213611,-0.35387266
-0.23006256,-0.35845074
-0.21575375,-0.3268377
-0.20361246,-0.33189777
-0.19584484,-0.38224372
-0.2043808,-0.42196217
-0.19373336,-0.37269896
-0.21747257,-0.40055212
-0.21723355,-0.42658597
-0.21250181,-0.42393273
-0.21963449,-0.41913435
-0.22719912,-0.4204547
-0.21996595,-0.4126683
-0.22427063,-0.46074954
-0.22267857,-0.4505991
-0.21695325,-0.45557004
-0.217456,-0.44236246
-0.20824927,-0.43096805
-0.21363348,-0.4210808
-0.22575279,-0.43327865
-0.23441565,-0.4427276
-0.21972156,-0.40225938
-0.20863691,-0.3643025
-0.23593462,-0.35800797
-0.23237312,-0.36960614
-0.23877509,-0.35091478
-0.23943526,-0.36153534
-0.23587574,-0.34576222
-0.21386105,-0.34751397
-0.2139368,-0.39070386
-0.21169409,-0.3958984
-0.21964239,-0.42330393
-0.22199939,-0.4246
-0.2232206,-0.4277745
-0.22468346,-0.34709543
-0.22490364,-0.3336186
-0.21956758,-0.31924286
-0.21458013,-0.3422391
-0.20491879,-0.3552819
-0.20932557,-0.35137492
-0.2063457,-0.31459695
-0.22854383,-0.4492767
-0.23619436,-0.41910163
-0.23504998,-0.35672504
-0.23665798,-0.35226783
-0.23613161,-0.32470974
-0.23160674,-0.30462822
-0.18101738,-0.27157214
-0.19261324,-0.257188
-0.19498132,-0.27007753
-0.22036612,-0.33313867
-0.21930552,-0.3351104
-0.2067377,-0.35648426
-0.21760483,-0.3853475
-0.18078347,-0.35127836
-0.20627457,-0.28970388
-0.21461129,-0.3197059
-0.21652746,-0.26280668
-0.2254496,-0.26239341
-0.22325112,-0.2403792
-0.22473827,-0.26830417
-0.22218834,-0.28673452
-0.21153302,-0.37716806
-0.20813802,-0.38759297
-0.18742359,-0.33415928
-0.20863049,-0.35125113
-0.19414093,-0.35335186
-0.2013664,-0.3321188
-0.19884627,-0.31836796
-0.1981303,-0.2888172
-0.19460395,-0.2769413
-0.23388362,-0.32029402
-0.2316083,-0.26654845
-0.22578466,-0.29341826
-0.22796878,-0.2434468
-0.22114153,-0.24717155
-0.209326,-0.29335898
-0.21930037,-0.41347504
-0.19487722,-0.3463315
-0.2196957,-0.40102375
-0.21646473,-0.34737033
-0.20923293,-0.3137632
-0.204722,-0.35907203
-0.2059757,-0.3048851
-0.20326568,-0.2890778
-0.20106922,-0.3144481
-0.21289723,-0.33874965
-0.2116013,-0.370628
-0.20850134,-0.35242027
-0.20585708,-0.3550868
-0.19722785,-0.3603382
-0.20833047,-0.35999432
-0.21918114,-0.39370328
-0.21440284,-0.30347952
-0.20863764,-0.36291343
-0.22740045,-0.3381346
-0.22622457,-0.33891904
-0.20558383,-0.28652307
-0.21504739,-0.3500058
-0.22761111,-0.40387604
-0.21617931,-0.42241082
-0.2045752,-0.41802582
-0.19749014,-0.38207403
-0.21546385,-0.40004888
-0.2268713,-0.44076166
-0.23764841,-0.46206957
-0.22853163,-0.44835928
-0.22783402,-0.41275153
-0.22154053,-0.38727733
-0.21449384,-0.35090405
-0.22358002,-0.38518897
-0.22634965,-0.41440567
-0.21432994,-0.40480155
-0.21537217,-0.40943527
-0.21147335,-0.36456355
-0.2252678,-0.41624224
-0.22595859,-0.437697
-0.21531568,-0.3957626
-0.20532706,-0.3561538
-0.18816982,-0.2967029
-0.15625006,-0.29557317
-0.14766063,-0.26937628
-0.17945945,-0.23172042
-0.1858802,-0.29639572
-0.18227375,-0.3122808
-0.16731156,-0.2899451
-0.14018004,-0.25577644
-0.18131632,-0.28178632
-0.19738401,-0.33646187
-0.2073348,-0.29197094
-0.21079338,-0.31787506
-0.20136628,-0.30191466
-0.21951056,-0.37978873
-0.19206505,-0.40125906
-0.1953602,-0.30482763
-0.20366238,-0.3429289
-0.1798476,-0.31532526
-0.16674322,-0.25530177
-0.18362395,-0.4132661
-0.20065133,-0.3906916
-0.20469755,-0.3572226
-0.23035674,-0.3338946
-0.21385205,-0.36879006
-0.21406437,-0.23071249
-0.21229392,-0.28478387
-0.2007835,-0.24325496
-0.2001679,-0.2525183
-0.19048756,-0.24660759
-0.19299065,-0.23876521
-0.18988396,-0.25903666
-0.19432423,-0.26512042
-0.20708035,-0.2686407
-0.20253487,-0.27250788
-0.20827517,-0.2702761
-0.2141116,-0.30435073
-0.2098683,-0.29549202
-0.21006721,-0.31198242
-0.21884142,-0.35401857
-0.22451548,-0.34965107
-0.22643974,-0.36656252
-0.21651822,-0.30805326
-0.20864989,-0.25925612
-0.20393398,-0.17265312
-0.22007492,-0.2559222
-0.2168338,-0.28565243
-0.20700575,-0.24285813
-0.1925839,-0.29275653
-0.20216553,-0.21420155
-0.21011789,-0.24645673
-0.20962906,-0.2647342
-0.19868164,-0.2904533
