Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Heating Load (kWh),Solar Generation (W/kW),Occupancy,Set Point
1,1,1,0,20.227613984447,,49.72486885097557,0.3606219239143703,0.0,0,1.352800464615227,0.0,3.000000000000004,20.0
1,2,1,0,20.16093302454135,,49.909100450809376,0.3536066735819251,0.0,0,2.1032552435890834,0.0,3.000000000000004,20.0
1,3,1,0,20.144625538447364,,49.982072821234574,0.3495097346777871,0.0,0,2.332955673773671,0.0,3.000000000000004,20.0
1,4,1,0,20.140025893475595,,49.941956127503175,0.3444400252975469,0.0,0,2.801463954511884,0.0,3.000000000000004,20.0
1,5,1,0,20.13078320368254,,49.95436972099301,0.3374247749651016,0.0,0,3.015754961920977,0.0,3.000000000000004,20.0
1,6,1,0,20.12183340257188,,49.82516282099067,0.3403430863934092,0.0,0,3.1909422238594742,0.0,3.000000000000004,20.0
1,7,1,0,20.11562045140316,,49.794095596835824,0.4649543576915826,0.0,0,2.981195760690165,0.0,3.000000000000004,20.0
1,8,1,0,20.10589232281857,,49.5318714584491,0.3674313172470878,0.0,0,3.8451156488345872,0.0,2.0000000000000027,20.0
1,9,1,0,20.10183093345453,,49.94869811056222,0.534136477250027,0.0,0,2.6567726010519386,36.5188,2.0000000000000027,20.0
1,10,1,0,20.095654024011072,,50.06014951250194,0.5074130772067366,0.0,0,2.3508594225081723,136.43800000000002,2.0000000000000027,20.0
1,11,1,0,20.08984350006073,,50.113931090040325,0.5003095485661001,0.0,0,1.7098995091960294,239.601,2.0000000000000027,20.0
1,12,1,0,20.084970027942337,,50.1673876382126,0.4972919297410444,0.0,0,1.142125867681641,317.212,2.0000000000000027,20.0
1,13,1,0,20.189317211108143,,49.8828921807214,0.502056583236319,0.0,0,0.7167708390080568,330.609,2.0000000000000027,20.11111111111111
1,14,1,0,21.16566199049876,,47.04821471599978,0.5047766800340462,0.5604788445519729,0,1.192840896797693,313.063,2.0000000000000027,21.11111111111111
1,15,1,0,21.208815890398085,,46.97262942388967,0.5074162762583512,0.1868365792243041,0,0.8293914800172352,255.509,1.000000000000001,21.11111111111111
1,16,1,0,21.220038989875192,,47.09742186508284,0.8342483724700451,0.0,0,0.3223046785195693,154.892,3.000000000000004,21.11111111111111
1,17,1,0,21.755107717369903,,45.66291168351269,0.9417272084597934,0.3736582817208037,0,0.945321760205392,43.073,3.000000000000004,21.666666666666668
1,18,1,0,21.75895916905038,,45.66749412222374,0.6539203398448965,0.0,0,1.7075996658324584,0.0,1.000000000000001,21.666666666666668
1,19,1,0,21.76918666062307,,45.6960479772232,1.0727649734588631,0.1873759989964621,0,1.6539952163336933,0.0,2.0000000000000027,21.666666666666668
1,20,1,0,21.756995167779056,,45.74769465544092,1.0691122655310228,0.1868560209412217,0,2.0112885771550624,0.0,2.0000000000000027,21.666666666666668
1,21,1,0,21.75313427878553,,45.78066221555733,0.9964545506734472,0.0,0,2.230205606385858,0.0,2.0000000000000027,21.666666666666668
1,22,1,0,21.745504577219588,,45.801257532791965,1.0602524011378938,0.0,0,2.746391501812903,0.0,3.000000000000004,21.666666666666668
1,23,1,0,21.73987721074616,,45.669449513414136,0.3954923185768691,0.0,0,3.552198368872745,0.0,3.000000000000004,21.666666666666668
1,24,1,0,21.736661250432032,,45.7096187079768,0.3775493561654346,0.0,0,3.449303678080061,0.0,3.000000000000004,21.666666666666668
1,1,2,0,20.073045311732148,,50.62742072430051,0.3606219239143703,0.0,0,1.4056480043557882,0.0,3.000000000000004,20.0
1,2,2,0,20.1202342753175,,50.36408231633645,0.3536066735819251,0.0,0,1.9997865018591312,0.0,3.000000000000004,20.0
1,3,2,0,20.027792892674604,,50.57124970404401,0.3495097346777871,0.0,0,2.7396226864248585,0.0,3.000000000000004,20.0
1,4,2,0,20.017240852274043,,50.38226473870917,0.3444400252975469,0.0,0,3.086937470134988,0.0,3.000000000000004,20.0
1,5,2,0,20.02726698377338,,50.05081690127994,0.3374247749651016,0.0,0,3.3471692439787875,0.0,3.000000000000004,20.0
1,6,2,0,20.02698459555921,,50.15397480783594,0.4531849498682906,0.0,0,3.2139730155084054,0.0,3.000000000000004,20.0
1,7,2,0,20.02841082203604,,50.15717783948836,0.4649543576915826,0.0,0,3.2798171429843457,0.0,2.0000000000000027,20.0
1,8,2,0,20.029501132408107,,50.14265275240807,0.6580887674492285,0.6627525639225331,0,2.9207535159426663,0.0,2.0000000000000027,20.0
1,9,2,0,20.029239730209337,,50.20971365274613,1.0170950658738942,0.2172864359114145,0,2.698263868443793,35.8227,2.0000000000000027,20.0
1,10,2,0,20.02996017016149,,50.22756481359623,0.6666443896887073,0.8364227949078324,0,2.1438830444037684,117.63,2.0000000000000027,20.0
